Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,Our_test_score
 AGRO,KNN,0,0,chebyshev,all,5.3,10,-1,6
 AGRO,RF,10,30,0,22,5.4,10,-1,8
 AGRO,SVM,0,0,Linear,10,6.3,10,0.5,4
 AGRO,ZR,0,0,0,0,6.3,10,-1,4
 AGRO,KNN,0,0,hamming,all,8.2,20,-1,9
 AGRO,RF,40,50,0,20,8.0,20,-1,12
 AGRO,SVM,0,0,Linear,10,8.0,20,0.5,6
 AGRO,ZR,0,0,0,0,8.9,20,-1,8
 AGRO,KNN,0,0,chebyshev,all,17.1,30,-1,22
 AGRO,RF,10,10,0,10,16.4,30,-1,22
 AGRO,SVM,0,0,Linear,10,17.2,30,0.5,21
 AGRO,ZR,0,0,0,0,16.7,30,-1,22
 AGRO,KNN,0,0,chebyshev,all,22.77777777777778,40,-1,23
 AGRO,RF,20,50,0,15,24.555555555555557,40,-1,34
 AGRO,SVM,0,0,Linear,10,27.555555555555557,40,100,34
 AGRO,ZR,0,0,0,0,24.11111111111111,40,-1,21
 AGRO,KNN,0,0,canberra,all,27.571428571428573,50,-1,33
 AGRO,RF,10,50,0,22,26.714285714285715,50,-1,38
 AGRO,SVM,0,0,Linear,10,26.428571428571427,50,0.5,19
 AGRO,ZR,0,0,0,0,29.285714285714285,50,-1,31
 AGRO,KNN,0,0,euclidean,all,31.166666666666668,60,-1,34
 AGRO,RF,10,40,0,10,31.833333333333332,60,-1,36
 AGRO,SVM,0,0,Linear,10,31.666666666666668,60,0.5,38
 AGRO,ZR,0,0,0,0,33.833333333333336,60,-1,17
 AGRO,KNN,0,0,manhattan,all,36.4,70,-1,55
 AGRO,RF,30,30,0,20,29.2,70,-1,47
 AGRO,SVM,0,0,Linear,10,38.2,70,5,45
 AGRO,ZR,0,0,0,0,36.8,70,-1,11
 AGRO,KNN,0,0,braycurtis,all,44.5,80,-1,53
 AGRO,RF,20,10,0,22,47.75,80,-1,53
 AGRO,SVM,0,0,Linear,10,44.5,80,0.5,42
 AGRO,ZR,0,0,0,0,42.5,80,-1,21
 AGRO,KNN,0,0,hamming,all,51.0,90,-1,50
 AGRO,RF,10,10,0,24,60.666666666666664,90,-1,68
 AGRO,SVM,0,0,Linear,10,53.0,90,0.5,40
 AGRO,ZR,0,0,0,0,49.333333333333336,90,-1,38
 AGRO,KNN,0,0,manhattan,all,57.333333333333336,100,-1,61
 AGRO,RF,10,10,0,24,62.666666666666664,100,-1,66
 AGRO,SVM,0,0,Linear,10,61.666666666666664,100,1,68
 AGRO,ZR,0,0,0,0,57.666666666666664,100,-1,48
 INXN,KNN,0,0,hamming,all,7.8,10,-1,9
 INXN,RF,10,20,0,10,7.9,10,-1,9
 INXN,SVM,0,0,Linear,10,8.3,10,0.5,9
 INXN,ZR,0,0,0,0,8.3,10,-1,9
 INXN,KNN,0,0,chebyshev,all,9.9,20,-1,11
 INXN,RF,20,10,0,15,9.2,20,-1,5
 INXN,SVM,0,0,Linear,10,11.0,20,5,3
 INXN,ZR,0,0,0,0,9.1,20,-1,9
 INXN,KNN,0,0,manhattan,all,15.2,30,-1,23
 INXN,RF,10,50,0,22,17.0,30,-1,24
 INXN,SVM,0,0,Linear,10,17.4,30,100,23
 INXN,ZR,0,0,0,0,15.6,30,-1,27
 INXN,KNN,0,0,braycurtis,all,22.444444444444443,40,-1,31
 INXN,RF,10,50,0,20,23.444444444444443,40,-1,35
 INXN,SVM,0,0,Linear,10,22.666666666666668,40,0.5,25
 INXN,ZR,0,0,0,0,23.22222222222222,40,-1,33
 INXN,KNN,0,0,canberra,all,31.0,50,-1,47
 INXN,RF,10,10,0,10,30.571428571428573,50,-1,48
 INXN,SVM,0,0,Linear,10,30.285714285714285,50,0.5,48
 INXN,ZR,0,0,0,0,31.571428571428573,50,-1,48
 INXN,KNN,0,0,braycurtis,all,38.0,60,-1,57
 INXN,RF,10,10,0,10,42.666666666666664,60,-1,60
 INXN,SVM,0,0,Linear,10,35.666666666666664,60,0.5,60
 INXN,ZR,0,0,0,0,38.833333333333336,60,-1,60
 INXN,KNN,0,0,braycurtis,all,50.6,70,-1,67
 INXN,RF,10,10,0,10,52.0,70,-1,70
 INXN,SVM,0,0,Linear,10,50.6,70,0.5,70
 INXN,ZR,0,0,0,0,50.6,70,-1,70
 INXN,KNN,0,0,canberra,all,58.75,80,-1,71
 INXN,RF,10,10,0,10,65.25,80,-1,80
 INXN,SVM,0,0,Linear,10,61.0,80,0.5,80
 INXN,ZR,0,0,0,0,61.0,80,-1,80
 INXN,KNN,0,0,canberra,all,70.66666666666667,90,-1,88
 INXN,RF,10,10,0,10,64.66666666666667,90,-1,88
 INXN,SVM,0,0,Linear,10,71.0,90,100,88
 INXN,ZR,0,0,0,0,70.66666666666667,90,-1,88
 INXN,KNN,0,0,euclidean,all,78.66666666666667,100,-1,90
 INXN,RF,10,10,0,10,78.66666666666667,100,-1,100
 INXN,SVM,0,0,Linear,10,82.33333333333333,100,5,100
 INXN,ZR,0,0,0,0,82.33333333333333,100,-1,100
 CO,KNN,0,0,canberra,all,4.0,10,-1,8
 CO,RF,10,20,0,10,4.9,10,-1,9
 CO,SVM,0,0,Linear,10,4.3,10,5,8
 CO,ZR,0,0,0,0,3.9,10,-1,8
 CO,KNN,0,0,canberra,all,9.7,20,-1,10
 CO,RF,40,20,0,24,10.4,20,-1,15
 CO,SVM,0,0,Linear,10,10.5,20,0.5,10
 CO,ZR,0,0,0,0,8.7,20,-1,8
 CO,KNN,0,0,manhattan,all,17.3,30,-1,27
 CO,RF,20,20,0,10,18.3,30,-1,26
