Stock,Algorithm,Estimators,Depth,Metric,No_of_features,Model_Score,Future_day,Our_test_score
 DFS,KNN,0,0,chebyshev,0,0.6065573770491803,80,49
 DKS,KNN,0,0,chebyshev,0,0.6069078947368421,70,39
 DBD,KNN,0,0,canberra,0,0.6576454668470907,100,62
 DK,KNN,0,0,euclidean,0,0.6033254156769596,80,51
 DCF,KNN,0,0,chebyshev,0,0.5793991416309013,90,21
 DHX,KNN,0,0,euclidean,0,0.6136363636363636,90,51
 DFS,KNN,0,0,hamming,0,0.5446927374301676,90,50
 DNI,KNN,0,0,euclidean,0,0.6614173228346457,70,53
 DK,KNN,0,0,chebyshev,0,0.5811138014527845,90,58
 DKS,KNN,0,0,chebyshev,0,0.6166666666666667,80,51
 DOC,KNN,0,0,hamming,0,0.6869565217391305,10,10
 DCF,KNN,0,0,hamming,0,0.6266666666666667,100,9
 DHX,KNN,0,0,hamming,0,0.4738372093023256,100,54
 DFS,KNN,0,0,canberra,0,0.7142857142857143,100,54
 DOC,KNN,0,0,euclidean,0,0.5233644859813084,20,12
 DK,KNN,0,0,chebyshev,0,0.582716049382716,100,66
 DNI,KNN,0,0,chebyshev,0,0.6326259946949602,80,49
 DKS,KNN,0,0,canberra,0,0.6587837837837838,90,53
 DTV,KNN,0,0,error,0,-1,10,-1
 DTV,KNN,0,0,error,0,-1,20,-1
 DTV,KNN,0,0,error,0,-1,30,-1
 DTV,KNN,0,0,error,0,-1,40,-1
 DTV,KNN,0,0,error,0,-1,50,-1
 DOC,KNN,0,0,euclidean,0,0.5454545454545454,30,13
 DTV,KNN,0,0,error,0,-1,60,-1
 DTV,KNN,0,0,error,0,-1,70,-1
 DTV,KNN,0,0,error,0,-1,80,-1
 DTV,KNN,0,0,error,0,-1,90,-1
 DTV,KNN,0,0,error,0,-1,100,-1
 DRI,KNN,0,0,hamming,0,0.6029593094944513,10,7
 DS,KNN,0,0,braycurtis,0,0.5646879756468798,10,6
 DKS,KNN,0,0,braycurtis,0,0.6301369863013698,100,62
 DNI,KNN,0,0,chebyshev,0,0.6447721179624665,90,23
 DOC,KNN,0,0,braycurtis,0,0.7142857142857143,40,13
 DTF,KNN,0,0,euclidean,0,0.9325,10,10
 DOC,KNN,0,0,chebyshev,0,0.5060240963855421,50,31
 DRI,KNN,0,0,euclidean,0,0.5255292652552926,20,11
 DS,KNN,0,0,hamming,0,0.4591679506933744,20,13
 DNI,KNN,0,0,euclidean,0,0.6869918699186992,100,38
 DTF,KNN,0,0,canberra,0,0.8964646464646465,20,18
 DOC,KNN,0,0,canberra,0,0.5733333333333334,60,34
 DY,KNN,0,0,euclidean,0,0.5092478421701603,10,8
 DRI,KNN,0,0,euclidean,0,0.5320754716981132,30,16
 DS,KNN,0,0,hamming,0,0.5288611544461779,30,15
 DOC,KNN,0,0,canberra,0,0.7014925373134329,70,50
 ECT,KNN,0,0,euclidean,0,0.5617977528089888,10,9
 DTF,KNN,0,0,hamming,0,0.7040816326530612,30,30
 DY,KNN,0,0,manhattan,0,0.5815691158156912,20,14
 DOC,KNN,0,0,hamming,0,0.4915254237288136,80,45
 DRI,KNN,0,0,hamming,0,0.46378653113087676,40,32
 DS,KNN,0,0,hamming,0,0.5150078988941548,40,28
 ECT,KNN,0,0,canberra,0,0.5945945945945946,20,7
 DTF,KNN,0,0,hamming,0,0.5798969072164949,40,37
 DOC,KNN,0,0,hamming,0,0.5686274509803921,90,47
 DY,KNN,0,0,hamming,0,0.5484276729559748,30,24
 ECT,KNN,0,0,hamming,0,0.545816733067729,30,11
 DS,KNN,0,0,hamming,0,0.528,50,34
 DRI,KNN,0,0,chebyshev,0,0.6020539152759948,50,28
 DOC,KNN,0,0,hamming,0,0.4186046511627907,100,59
 DTF,KNN,0,0,canberra,0,0.7421875,50,28
 ECT,KNN,0,0,hamming,0,0.5761316872427984,40,18
 DY,KNN,0,0,euclidean,0,0.613722998729352,40,24
 DS,KNN,0,0,chebyshev,0,0.6126418152350082,60,37
 EDI,KNN,0,0,chebyshev,0,0.6733333333333333,10,9
 DRI,KNN,0,0,chebyshev,0,0.622568093385214,60,33
 EDF,KNN,0,0,hamming,0,0.6419753086419753,10,8
 ECT,KNN,0,0,euclidean,0,0.5914893617021276,50,32
 DTF,KNN,0,0,canberra,0,0.6986842105263158,60,41
 DY,KNN,0,0,hamming,0,0.5198973042362003,50,30
 EDI,KNN,0,0,euclidean,0,0.5492957746478874,20,15
 DS,KNN,0,0,manhattan,0,0.6765188834154351,70,48
 EDF,KNN,0,0,manhattan,0,0.676595744680851,20,13
 ECT,KNN,0,0,hamming,0,0.5903083700440529,60,34
 DRI,KNN,0,0,hamming,0,0.5032765399737876,70,36
 EDI,KNN,0,0,canberra,0,0.6716417910447762,30,16
 DTF,KNN,0,0,braycurtis,0,0.6343085106382979,70,34
 EDF,KNN,0,0,manhattan,0,0.73568281938326,30,16
 ECT,KNN,0,0,chebyshev,0,0.589041095890411,70,40
 DY,KNN,0,0,braycurtis,0,0.6251621271076524,60,37
 DS,KNN,0,0,chebyshev,0,0.5806988352745425,80,50
 EDI,KNN,0,0,chebyshev,0,0.5873015873015873,40,15
 DRI,KNN,0,0,chebyshev,0,0.6278145695364239,80,55
 EDF,KNN,0,0,chebyshev,0,0.5753424657534246,40,19
 ECT,KNN,0,0,euclidean,0,0.6682464454976303,80,53
 DTF,KNN,0,0,braycurtis,0,0.6760752688172043,80,31
 DS,KNN,0,0,chebyshev,0,0.5885328836424958,90,50
 EDI,KNN,0,0,canberra,0,0.8220338983050848,50,28
 DY,KNN,0,0,chebyshev,0,0.5963302752293578,70,42
 EDF,KNN,0,0,manhattan,0,0.7677725118483413,50,39
 ECT,KNN,0,0,hamming,0,0.5911330049261084,90,52
 DRI,KNN,0,0,hamming,0,0.5662650602409639,90,60
 EDI,KNN,0,0,hamming,0,0.5636363636363636,60,45
 DTF,KNN,0,0,chebyshev,0,0.5448369565217391,90,28
 DS,KNN,0,0,braycurtis,0,0.6136752136752137,100,54
 EDF,KNN,0,0,hamming,0,0.5073891625615764,60,43
 ECT,KNN,0,0,hamming,0,0.5487179487179488,100,47
 DY,KNN,0,0,manhattan,0,0.6596026490066225,80,49
 EDI,KNN,0,0,euclidean,0,0.6764705882352942,70,55
 DRI,KNN,0,0,canberra,0,0.7171853856562923,100,64
 EDF,KNN,0,0,hamming,0,0.558974358974359,70,41
 DTF,KNN,0,0,hamming,0,0.42857142857142855,100,15
 EEX,KNN,0,0,error,0,-1,10,-1
 EEX,KNN,0,0,error,0,-1,20,-1
 EEX,KNN,0,0,error,0,-1,30,-1
 EEX,KNN,0,0,error,0,-1,40,-1
 EEX,KNN,0,0,error,0,-1,50,-1
 EEX,KNN,0,0,error,0,-1,60,-1
 EEX,KNN,0,0,error,0,-1,70,-1
 EDI,KNN,0,0,euclidean,0,0.7021276595744681,80,54
 EEX,KNN,0,0,error,0,-1,80,-1
 EEX,KNN,0,0,error,0,-1,90,-1
 EEX,KNN,0,0,error,0,-1,100,-1
 DY,KNN,0,0,manhattan,0,0.642570281124498,90,56
 EDF,KNN,0,0,hamming,0,0.5240641711229946,80,47
 EDI,KNN,0,0,braycurtis,0,0.8255813953488372,90,62
 EFR,KNN,0,0,hamming,0,0.8466666666666667,10,10
 EDF,KNN,0,0,euclidean,0,0.6983240223463687,90,55
 DY,KNN,0,0,euclidean,0,0.5859269282814614,100,61
 EGP,KNN,0,0,hamming,0,0.6769420468557337,10,9
 EIX,KNN,0,0,chebyshev,0,0.7422934648581998,10,3
 EDI,KNN,0,0,hamming,0,0.48717948717948717,100,60
 ENIC,KNN,0,0,error,0,-1,10,-1
 ENIC,KNN,0,0,error,0,-1,20,-1
 ENIC,KNN,0,0,error,0,-1,30,-1
 EFR,KNN,0,0,canberra,0,0.8192567567567568,20,12
 ENIC,KNN,0,0,error,0,-1,40,-1
 ENIC,KNN,0,0,error,0,-1,50,-1
 ENIC,KNN,0,0,error,0,-1,60,-1
 ENIC,KNN,0,0,error,0,-1,70,-1
 EDF,KNN,0,0,hamming,0,0.5029239766081871,100,60
 ENIC,KNN,0,0,error,0,-1,80,-1
 ENIC,KNN,0,0,error,0,-1,90,-1
 ENIC,KNN,0,0,error,0,-1,100,-1
 EGP,KNN,0,0,canberra,0,0.5454545454545454,20,9
 EIX,KNN,0,0,euclidean,0,0.564134495641345,20,6
 EFR,KNN,0,0,braycurtis,0,0.761986301369863,30,21
 ENIA,KNN,0,0,hamming,0,0.4907521578298397,10,9
 ESI,KNN,0,0,canberra,0,0.5247524752475248,10,8
 EOG,KNN,0,0,manhattan,0,0.5462392108508015,10,10
 ES,KNN,0,0,hamming,0,0.7990135635018496,10,10
 EGP,KNN,0,0,canberra,0,0.5660377358490566,30,9
 ESI,KNN,0,0,euclidean,0,0.46236559139784944,20,14
 EIX,KNN,0,0,canberra,0,0.6352201257861635,30,15
 EFR,KNN,0,0,chebyshev,0,0.6857638888888888,40,15
 ENIA,KNN,0,0,canberra,0,0.6376089663760897,20,16
 ESI,KNN,0,0,canberra,0,0.7764705882352941,30,22
 ES,KNN,0,0,canberra,0,0.6787048567870486,20,14
 EOG,KNN,0,0,canberra,0,0.6127023661270237,20,10
 EFR,KNN,0,0,hamming,0,0.38028169014084506,50,19
 EGP,KNN,0,0,hamming,0,0.4320203303684879,40,33
 EIX,KNN,0,0,hamming,0,0.5044472681067345,40,35
 ESI,KNN,0,0,manhattan,0,0.6363636363636364,40,30
 ENIA,KNN,0,0,euclidean,0,0.6251572327044025,30,10
 ESI,KNN,0,0,hamming,0,0.5362318840579711,50,28
 EFR,KNN,0,0,euclidean,0,0.6892857142857143,60,23
 ES,KNN,0,0,chebyshev,0,0.519496855345912,30,16
 EOG,KNN,0,0,hamming,0,0.5018867924528302,30,20
 EGP,KNN,0,0,chebyshev,0,0.5802310654685494,50,35
 EIX,KNN,0,0,chebyshev,0,0.6020539152759948,50,31
 ENIA,KNN,0,0,braycurtis,0,0.6836086404066074,40,29
 ESI,KNN,0,0,chebyshev,0,0.5737704918032787,60,34
 EFR,KNN,0,0,hamming,0,0.41304347826086957,70,29
 ES,KNN,0,0,braycurtis,0,0.6518424396442185,40,15
 ESI,KNN,0,0,chebyshev,0,0.6415094339622641,70,36
 EOG,KNN,0,0,euclidean,0,0.6340533672172808,40,29
 EGP,KNN,0,0,hamming,0,0.5291828793774319,60,29
 EIX,KNN,0,0,chebyshev,0,0.6070038910505836,60,31
 ENIA,KNN,0,0,hamming,0,0.4865211810012837,50,32
 ESI,KNN,0,0,chebyshev,0,0.7111111111111111,80,57
 EFR,KNN,0,0,euclidean,0,0.6507352941176471,80,16
 ES,KNN,0,0,manhattan,0,0.6765083440308087,50,34
 EOG,KNN,0,0,manhattan,0,0.6842105263157895,50,37
 EGP,KNN,0,0,hamming,0,0.4927916120576671,70,41
 ESI,KNN,0,0,chebyshev,0,0.7027027027027027,90,44
 EIX,KNN,0,0,canberra,0,0.7182175622542595,70,34
 ENIA,KNN,0,0,manhattan,0,0.6835278858625162,60,40
 EFR,KNN,0,0,hamming,0,0.44776119402985076,90,22
 ESI,KNN,0,0,euclidean,0,0.8620689655172413,100,46
 ES,KNN,0,0,chebyshev,0,0.5927367055771725,60,47
 EOG,KNN,0,0,manhattan,0,0.6666666666666666,60,37
 EGP,KNN,0,0,canberra,0,0.6754966887417219,80,49
 EIX,KNN,0,0,hamming,0,0.6105960264900663,80,64
 EFR,KNN,0,0,euclidean,0,0.6950757575757576,100,25
 ENIA,KNN,0,0,manhattan,0,0.6736566186107471,70,42
 ES,KNN,0,0,chebyshev,0,0.6395806028833552,70,67
 EOG,KNN,0,0,euclidean,0,0.598951507208388,70,39
 EGP,KNN,0,0,braycurtis,0,0.6452476572958501,90,52
 EIX,KNN,0,0,hamming,0,0.5421686746987951,90,62
 ESRT,KNN,0,0,chebyshev,0,0.7211538461538461,10,4
 ENIA,KNN,0,0,hamming,0,0.5324503311258278,80,34
 ESRT,KNN,0,0,braycurtis,0,0.6458333333333334,20,14
 EOG,KNN,0,0,hamming,0,0.5629139072847682,80,57
 ES,KNN,0,0,chebyshev,0,0.6370860927152318,80,79
 EGP,KNN,0,0,hamming,0,0.571041948579161,100,81
 EIX,KNN,0,0,hamming,0,0.5764546684709067,100,68
 ENIA,KNN,0,0,manhattan,0,0.677376171352075,90,33
 ESRT,KNN,0,0,chebyshev,0,0.5113636363636364,30,17
 ESRT,KNN,0,0,canberra,0,0.7,40,25
 EOG,KNN,0,0,euclidean,0,0.6465863453815262,90,66
 ES,KNN,0,0,chebyshev,0,0.6680053547523427,90,52
 ETV,KNN,0,0,canberra,0,0.8884615384615384,10,9
 ET,KNN,0,0,euclidean,0,0.5336134453781513,10,9
 ENIA,KNN,0,0,chebyshev,0,0.6332882273342354,100,49
 ESRT,KNN,0,0,chebyshev,0,0.5277777777777778,50,19
 EOG,KNN,0,0,hamming,0,0.5493910690121786,100,74
 ES,KNN,0,0,hamming,0,0.5399188092016238,100,52
 ETV,KNN,0,0,braycurtis,0,0.814453125,20,7
 ESRT,KNN,0,0,manhattan,0,0.796875,60,46
 ET,KNN,0,0,manhattan,0,0.5977337110481586,20,9
 FG,KNN,0,0,error,0,-1,10,-1
 FG,KNN,0,0,error,0,-1,20,-1
 FG,KNN,0,0,error,0,-1,30,-1
 EVRI,KNN,0,0,canberra,0,0.5452755905511811,10,9
 FG,KNN,0,0,error,0,-1,40,-1
 FG,KNN,0,0,error,0,-1,50,-1
 FG,KNN,0,0,error,0,-1,60,-1
 FG,KNN,0,0,error,0,-1,70,-1
 FG,KNN,0,0,error,0,-1,80,-1
 EV,KNN,0,0,canberra,0,0.6461159062885327,10,10
 FG,KNN,0,0,error,0,-1,90,-1
 FG,KNN,0,0,error,0,-1,100,-1
 ESRT,KNN,0,0,hamming,0,0.5892857142857143,70,61
 ETV,KNN,0,0,canberra,0,0.7797619047619048,30,13
 ET,KNN,0,0,euclidean,0,0.663323782234957,30,9
 EVRI,KNN,0,0,canberra,0,0.65,20,14
 ESRT,KNN,0,0,braycurtis,0,0.7291666666666666,80,66
 F,KNN,0,0,hamming,0,0.44143033292231815,10,8
 FDX,KNN,0,0,canberra,0,0.6485819975339088,10,5
 EV,KNN,0,0,chebyshev,0,0.49564134495641343,20,12
 ETV,KNN,0,0,euclidean,0,0.6814516129032258,40,25
 ESRT,KNN,0,0,canberra,0,0.775,90,55
 EVRI,KNN,0,0,chebyshev,0,0.6178861788617886,30,24
 ET,KNN,0,0,hamming,0,0.5652173913043478,40,22
 F,KNN,0,0,euclidean,0,0.5454545454545454,20,7
 FDX,KNN,0,0,braycurtis,0,0.5616438356164384,20,10
 ESRT,KNN,0,0,chebyshev,0,0.8125,100,55
 ETV,KNN,0,0,canberra,0,0.7192622950819673,50,33
 EV,KNN,0,0,hamming,0,0.42515723270440253,30,17
 EVRI,KNN,0,0,braycurtis,0,0.6797520661157025,40,36
 ET,KNN,0,0,euclidean,0,0.6994134897360704,50,30
 F,KNN,0,0,chebyshev,0,0.5547169811320755,30,22
 FDX,KNN,0,0,canberra,0,0.620125786163522,30,15
 ETV,KNN,0,0,euclidean,0,0.625,60,33
 EVRI,KNN,0,0,canberra,0,0.634453781512605,50,45
 EV,KNN,0,0,chebyshev,0,0.5946632782719187,40,19
 FNB,KNN,0,0,hamming,0,0.5745992601726264,10,8
 ET,KNN,0,0,chebyshev,0,0.6632047477744807,60,30
 ETV,KNN,0,0,braycurtis,0,0.6271186440677966,70,39
 F,KNN,0,0,hamming,0,0.4815756035578145,40,23
 EVRI,KNN,0,0,hamming,0,0.5170940170940171,60,44
 FDX,KNN,0,0,manhattan,0,0.6340533672172808,40,23
 EV,KNN,0,0,manhattan,0,0.62002567394095,50,42
 ET,KNN,0,0,chebyshev,0,0.6591591591591591,70,36
 FNB,KNN,0,0,euclidean,0,0.5205479452054794,20,7
 ETV,KNN,0,0,braycurtis,0,0.7068965517241379,80,32
 EVRI,KNN,0,0,chebyshev,0,0.5717391304347826,70,40
 F,KNN,0,0,chebyshev,0,0.5815147625160462,50,28
 FDX,KNN,0,0,hamming,0,0.4878048780487805,50,29
 EV,KNN,0,0,braycurtis,0,0.6783398184176395,60,39
 ETV,KNN,0,0,chebyshev,0,0.5789473684210527,90,57
 ET,KNN,0,0,chebyshev,0,0.6595744680851063,80,52
 FNB,KNN,0,0,manhattan,0,0.5383647798742138,30,15
 EVRI,KNN,0,0,hamming,0,0.5066371681415929,80,49
 F,KNN,0,0,hamming,0,0.5239948119325551,60,40
 FDX,KNN,0,0,chebyshev,0,0.5927367055771725,60,33
 ETV,KNN,0,0,euclidean,0,0.6183035714285714,100,92
 ET,KNN,0,0,hamming,0,0.6,90,76
 EV,KNN,0,0,euclidean,0,0.6710353866317169,70,35
 EVRI,KNN,0,0,canberra,0,0.6238738738738738,90,58
 FNB,KNN,0,0,euclidean,0,0.5489199491740788,40,30
 F,KNN,0,0,hamming,0,0.5255570117955439,70,48
 FDX,KNN,0,0,chebyshev,0,0.6055045871559633,70,37
 EVRI,KNN,0,0,chebyshev,0,0.591743119266055,100,49
 ET,KNN,0,0,hamming,0,0.6152647975077882,100,83
 EV,KNN,0,0,euclidean,0,0.6582781456953642,80,28
 FNB,KNN,0,0,manhattan,0,0.5840821566110398,50,35
 F,KNN,0,0,canberra,0,0.6569536423841059,80,55
 FDX,KNN,0,0,chebyshev,0,0.6185430463576159,80,44
 FOF,KNN,0,0,manhattan,0,0.9107142857142857,10,10
 EV,KNN,0,0,hamming,0,0.5113788487282463,90,43
 FNF,KNN,0,0,euclidean,0,0.7306930693069307,10,10
 FNB,KNN,0,0,hamming,0,0.4708171206225681,60,39
 F,KNN,0,0,chebyshev,0,0.536813922356091,90,51
 FDX,KNN,0,0,canberra,0,0.6827309236947792,90,59
 FOF,KNN,0,0,chebyshev,0,0.8068181818181818,20,15
 FNF,KNN,0,0,braycurtis,0,0.6096579476861167,20,12
 EV,KNN,0,0,hamming,0,0.5466847090663058,100,54
 FNB,KNN,0,0,canberra,0,0.6513761467889908,70,44
 FRAC,KNN,0,0,error,0,-1,10,-1
 FRAC,KNN,0,0,error,0,-1,20,-1
 FRAC,KNN,0,0,error,0,-1,30,-1
 FRAC,KNN,0,0,error,0,-1,40,-1
 FRAC,KNN,0,0,error,0,-1,50,-1
 FRAC,KNN,0,0,error,0,-1,60,-1
 FRAC,KNN,0,0,error,0,-1,70,-1
 FOF,KNN,0,0,hamming,0,0.5277777777777778,30,27
 FRAC,KNN,0,0,error,0,-1,80,-1
 FRAC,KNN,0,0,error,0,-1,90,-1
 FRAC,KNN,0,0,error,0,-1,100,-1
 FNF,KNN,0,0,canberra,0,0.689161554192229,30,17
 F,KNN,0,0,canberra,0,0.699594046008119,100,63
 FDX,KNN,0,0,hamming,0,0.530446549391069,100,54
 FOF,KNN,0,0,hamming,0,0.4363207547169811,40,28
 FNB,KNN,0,0,canberra,0,0.6582781456953642,80,48
 FRT,KNN,0,0,hamming,0,0.6535141800246609,10,10
 FNF,KNN,0,0,manhattan,0,0.6673596673596673,40,32
 FSS,KNN,0,0,chebyshev,0,0.5092478421701603,10,4
 FOF,KNN,0,0,braycurtis,0,0.6610576923076923,50,24
 FUN,KNN,0,0,canberra,0,0.7163995067817509,10,7
 GD,KNN,0,0,canberra,0,0.749691738594328,10,7
 FNF,KNN,0,0,hamming,0,0.5750528541226215,50,29
 FNB,KNN,0,0,chebyshev,0,0.5742971887550201,90,52
 FRT,KNN,0,0,hamming,0,0.39352428393524286,20,10
 FOF,KNN,0,0,chebyshev,0,0.5367647058823529,60,30
 FNF,KNN,0,0,euclidean,0,0.6838709677419355,60,29
 FSS,KNN,0,0,hamming,0,0.42341220423412207,20,9
 FUN,KNN,0,0,hamming,0,0.39103362391033625,20,6
 GD,KNN,0,0,canberra,0,0.6064757160647571,20,14
 FNB,KNN,0,0,euclidean,0,0.5953991880920162,100,61
 FRT,KNN,0,0,canberra,0,0.6327044025157232,30,14
 FOF,KNN,0,0,euclidean,0,0.5825,70,47
 FNF,KNN,0,0,euclidean,0,0.6914660831509847,70,31
 FSS,KNN,0,0,hamming,0,0.4666666666666667,30,19
 GD,KNN,0,0,canberra,0,0.6339622641509434,30,18
 FUN,KNN,0,0,chebyshev,0,0.5610062893081761,30,15
 GDO,KNN,0,0,euclidean,0,0.9865771812080537,10,10
 FRT,KNN,0,0,euclidean,0,0.6048284625158831,40,18
 FOF,KNN,0,0,hamming,0,0.45663265306122447,80,52
 FNF,KNN,0,0,chebyshev,0,0.6971046770601337,80,52
 GDO,KNN,0,0,braycurtis,0,0.9586206896551724,20,19
 FSS,KNN,0,0,braycurtis,0,0.5984752223634053,40,32
 GD,KNN,0,0,euclidean,0,0.6048284625158831,40,23
 FUN,KNN,0,0,manhattan,0,0.6518424396442185,40,24
 FOF,KNN,0,0,chebyshev,0,0.5807291666666666,90,44
 FRT,KNN,0,0,chebyshev,0,0.5840821566110398,50,30
 FNF,KNN,0,0,chebyshev,0,0.6870748299319728,90,67
 GDO,KNN,0,0,chebyshev,0,0.875886524822695,30,30
 FOF,KNN,0,0,hamming,0,0.5398936170212766,100,73
 FSS,KNN,0,0,canberra,0,0.6623876765083441,50,35
 GD,KNN,0,0,hamming,0,0.5391527599486521,50,22
 FUN,KNN,0,0,hamming,0,0.4634146341463415,50,29
 FNF,KNN,0,0,chebyshev,0,0.7090069284064665,100,67
 GDO,KNN,0,0,hamming,0,0.7664233576642335,40,36
 FRT,KNN,0,0,hamming,0,0.5356679636835279,60,32
 GDO,KNN,0,0,manhattan,0,0.7857142857142857,50,22
 FSS,KNN,0,0,manhattan,0,0.6394293125810635,60,38
 GJP,KNN,0,0,euclidean,0,0.9,10,10
 GD,KNN,0,0,manhattan,0,0.6990920881971465,60,27
 FUN,KNN,0,0,chebyshev,0,0.5667963683527886,60,27
 GDV,KNN,0,0,braycurtis,0,0.795,10,8
 FRT,KNN,0,0,chebyshev,0,0.6133682830930537,70,39
 GGT,KNN,0,0,hamming,0,0.686806411837238,10,10
 GDO,KNN,0,0,hamming,0,0.5968992248062015,60,18
 GJP,KNN,0,0,chebyshev,0,0.803921568627451,20,20
 FSS,KNN,0,0,chebyshev,0,0.601572739187418,70,37
 GD,KNN,0,0,canberra,0,0.7431192660550459,70,39
 FUN,KNN,0,0,hamming,0,0.5006553079947575,70,46
 GDV,KNN,0,0,hamming,0,0.47297297297297297,20,11
 GJP,KNN,0,0,manhattan,0,0.723404255319149,30,12
 GDO,KNN,0,0,braycurtis,0,0.76,70,27
 FRT,KNN,0,0,hamming,0,0.6013245033112583,80,45
 GGT,KNN,0,0,manhattan,0,0.6089663760896638,20,7
 GJP,KNN,0,0,hamming,0,0.5813953488372093,40,20
 GDV,KNN,0,0,braycurtis,0,0.6044520547945206,30,19
 FSS,KNN,0,0,euclidean,0,0.6105960264900663,80,50
 GDO,KNN,0,0,hamming,0,0.36363636363636365,80,40
 GD,KNN,0,0,manhattan,0,0.695364238410596,80,59
 FUN,KNN,0,0,manhattan,0,0.6966887417218544,80,48
 FRT,KNN,0,0,hamming,0,0.5957161981258366,90,71
 GJP,KNN,0,0,hamming,0,0.6282051282051282,50,19
 GGT,KNN,0,0,chebyshev,0,0.5421383647798742,30,14
 GDO,KNN,0,0,chebyshev,0,0.5641025641025641,90,45
 GDV,KNN,0,0,canberra,0,0.6545138888888888,40,15
 FSS,KNN,0,0,canberra,0,0.6746987951807228,90,56
 GJP,KNN,0,0,canberra,0,0.7428571428571429,60,45
 GD,KNN,0,0,chebyshev,0,0.6974564926372155,90,51
 FUN,KNN,0,0,hamming,0,0.5073627844712182,90,50
 FRT,KNN,0,0,hamming,0,0.6048714479025711,100,88
 GDO,KNN,0,0,chebyshev,0,0.6238938053097345,100,42
 GGT,KNN,0,0,hamming,0,0.4383735705209657,40,18
 GJP,KNN,0,0,canberra,0,0.7741935483870968,70,55
 GDV,KNN,0,0,manhattan,0,0.6443661971830986,50,30
 FSS,KNN,0,0,hamming,0,0.5209742895805142,100,60
 GD,KNN,0,0,hamming,0,0.625169147496617,100,41
 FUN,KNN,0,0,chebyshev,0,0.631935047361299,100,43
 GLOP,KNN,0,0,manhattan,0,0.7297297297297297,10,8
 GJP,KNN,0,0,hamming,0,0.7407407407407407,80,68
 GGT,KNN,0,0,hamming,0,0.4878048780487805,50,35
 GDV,KNN,0,0,euclidean,0,0.6267857142857143,60,40
 GLOP,KNN,0,0,hamming,0,0.45454545454545453,20,16
 GJP,KNN,0,0,hamming,0,0.717391304347826,90,67
 GMZ,KNN,0,0,euclidean,0,0.65625,10,6
 GMED,KNN,0,0,braycurtis,0,0.5308641975308642,10,4
 GNC,KNN,0,0,euclidean,0,0.5217391304347826,10,5
 GLW,KNN,0,0,euclidean,0,0.5117139334155364,10,9
 GDV,KNN,0,0,chebyshev,0,0.5905797101449275,70,53
 GLOP,KNN,0,0,manhattan,0,0.6551724137931034,30,26
 GGT,KNN,0,0,braycurtis,0,0.6523994811932555,60,36
 GJP,KNN,0,0,hamming,0,0.7368421052631579,100,46
 GMZ,KNN,0,0,euclidean,0,0.5340909090909091,20,7
 GMED,KNN,0,0,canberra,0,0.6428571428571429,20,12
 GNC,KNN,0,0,braycurtis,0,0.7027027027027027,20,12
 GLOP,KNN,0,0,chebyshev,0,0.44,40,17
 GDV,KNN,0,0,hamming,0,0.49816176470588236,80,47
 GMZ,KNN,0,0,braycurtis,0,0.7125,30,10
 GLW,KNN,0,0,euclidean,0,0.5242839352428393,20,9
 GMED,KNN,0,0,hamming,0,0.5068493150684932,30,17
 GGT,KNN,0,0,euclidean,0,0.6644823066841415,70,39
 GNC,KNN,0,0,chebyshev,0,0.5981308411214953,30,24
 GLOP,KNN,0,0,braycurtis,0,0.7142857142857143,50,28
 GMZ,KNN,0,0,euclidean,0,0.7777777777777778,40,18
 GMED,KNN,0,0,manhattan,0,0.7246376811594203,40,27
 GDV,KNN,0,0,euclidean,0,0.6399253731343284,90,66
 GNC,KNN,0,0,hamming,0,0.5145631067961165,40,21
 GLOP,KNN,0,0,hamming,0,0.4411764705882353,60,12
 GLW,KNN,0,0,chebyshev,0,0.5949685534591195,30,25
 GGT,KNN,0,0,euclidean,0,0.6529801324503312,80,49
 GMZ,KNN,0,0,canberra,0,0.859375,50,32
 GMED,KNN,0,0,hamming,0,0.6538461538461539,50,28
 GLOP,KNN,0,0,euclidean,0,0.8846153846153846,70,12
 GNC,KNN,0,0,braycurtis,0,0.6565656565656566,50,36
 GDV,KNN,0,0,manhattan,0,0.7253787878787878,100,78
 GMZ,KNN,0,0,manhattan,0,0.8392857142857143,60,40
 GMED,KNN,0,0,hamming,0,0.6885245901639344,60,31
 GLW,KNN,0,0,euclidean,0,0.6073697585768743,40,17
 GLOP,KNN,0,0,euclidean,0,0.8888888888888888,80,44
 GGT,KNN,0,0,euclidean,0,0.6546184738955824,90,56
 GNC,KNN,0,0,chebyshev,0,0.6210526315789474,60,31
 GMZ,KNN,0,0,hamming,0,0.5208333333333334,70,36
 GMED,KNN,0,0,hamming,0,0.6929824561403509,70,55
 GNT,KNN,0,0,chebyshev,0,0.7573221757322176,10,9
 GLOP,KNN,0,0,braycurtis,0,0.8,90,73
 GNC,KNN,0,0,canberra,0,0.7032967032967034,70,41
 GLW,KNN,0,0,chebyshev,0,0.5866495507060334,50,25
 GMZ,KNN,0,0,chebyshev,0,0.75,80,49
 GGT,KNN,0,0,hamming,0,0.5345060893098782,100,57
 GLOP,KNN,0,0,chebyshev,0,1.0,100,94
 GMED,KNN,0,0,braycurtis,0,0.7735849056603774,80,60
 GNT,KNN,0,0,braycurtis,0,0.6926406926406926,20,6
 GNC,KNN,0,0,euclidean,0,0.6379310344827587,80,52
 GMZ,KNN,0,0,braycurtis,0,0.6875,90,38
