Stock,Algorithm,Estimators,Depth,Metric,No_of_features,Model_Score,Future_day,Our_test_score
 CAG,KNN,0,0,chebyshev,0,0.5320754716981132,30,19
 CAPL,KNN,0,0,manhattan,0,0.7394957983193278,50,44
 CAH,KNN,0,0,euclidean,0,0.5572327044025157,30,21
 BSMX,KNN,0,0,euclidean,0,0.7398373983739838,50,33
 CAI,KNN,0,0,hamming,0,0.5361050328227571,40,27
 BMY,KNN,0,0,canberra,0,0.7034659820282413,50,31
 BQH,KNN,0,0,braycurtis,0,0.6925566343042071,40,14
 CAPL,KNN,0,0,canberra,0,0.7477477477477478,60,49
 BSMX,KNN,0,0,chebyshev,0,0.6956521739130435,60,39
 BRC,KNN,0,0,hamming,0,0.49809402795425667,40,17
 CAG,KNN,0,0,braycurtis,0,0.5997458703939009,40,31
 CAH,KNN,0,0,braycurtis,0,0.6531130876747141,40,26
 CAI,KNN,0,0,hamming,0,0.49665924276169265,50,26
 CAPL,KNN,0,0,euclidean,0,0.6990291262135923,70,57
 BSMX,KNN,0,0,hamming,0,0.5700934579439252,70,42
 BQH,KNN,0,0,braycurtis,0,0.6918032786885245,50,20
 BMY,KNN,0,0,hamming,0,0.45395590142671854,60,29
 CAPL,KNN,0,0,hamming,0,0.5263157894736842,80,50
 BSMX,KNN,0,0,euclidean,0,0.8585858585858586,80,62
 CAI,KNN,0,0,manhattan,0,0.6825396825396826,60,38
 BRC,KNN,0,0,canberra,0,0.6611039794608472,50,37
 CAH,KNN,0,0,canberra,0,0.6611039794608472,50,36
 CAG,KNN,0,0,euclidean,0,0.6084724005134788,50,37
 BQH,KNN,0,0,hamming,0,0.3903654485049834,60,32
 BMY,KNN,0,0,manhattan,0,0.7064220183486238,70,42
 CAPL,KNN,0,0,euclidean,0,0.7126436781609196,90,65
 BSMX,KNN,0,0,hamming,0,0.5274725274725275,90,50
 CAI,KNN,0,0,canberra,0,0.6674364896073903,70,42
 BRC,KNN,0,0,braycurtis,0,0.6770428015564203,60,38
 CAH,KNN,0,0,hamming,0,0.5019455252918288,60,35
 CAPL,KNN,0,0,hamming,0,0.4430379746835443,100,64
 BSMX,KNN,0,0,canberra,0,0.8554216867469879,100,57
 BQH,KNN,0,0,hamming,0,0.46464646464646464,70,33
 CAG,KNN,0,0,canberra,0,0.7055771725032426,60,41
 BMY,KNN,0,0,chebyshev,0,0.6158940397350994,80,60
 CAI,KNN,0,0,canberra,0,0.6564705882352941,80,50
 BRC,KNN,0,0,manhattan,0,0.6592398427260813,70,46
 BQH,KNN,0,0,chebyshev,0,0.5938566552901023,80,21
 CAH,KNN,0,0,chebyshev,0,0.6107470511140236,70,42
 CAG,KNN,0,0,chebyshev,0,0.5910878112712975,70,41
 CAI,KNN,0,0,canberra,0,0.7122302158273381,90,46
 BMY,KNN,0,0,chebyshev,0,0.642570281124498,90,74
 BQH,KNN,0,0,braycurtis,0,0.7214532871972318,90,12
 BRC,KNN,0,0,euclidean,0,0.6225165562913907,80,57
 CAH,KNN,0,0,chebyshev,0,0.5947019867549669,80,50
 CAG,KNN,0,0,manhattan,0,0.6847682119205298,80,44
 CAI,KNN,0,0,braycurtis,0,0.6699266503667481,100,62
 BMY,KNN,0,0,euclidean,0,0.6698240866035182,100,70
 BQH,KNN,0,0,manhattan,0,0.743859649122807,100,26
 BRC,KNN,0,0,chebyshev,0,0.5742971887550201,90,49
 CAH,KNN,0,0,chebyshev,0,0.5957161981258366,90,51
 CAG,KNN,0,0,hamming,0,0.5153949129852744,90,52
 CBB,KNN,0,0,canberra,0,0.4784217016029593,10,6
 CBPX,KNN,0,0,euclidean,0,0.5862068965517241,10,6
 BRC,KNN,0,0,canberra,0,0.6806495263870095,100,53
 CAH,KNN,0,0,manhattan,0,0.7009472259810555,100,63
 CAG,KNN,0,0,euclidean,0,0.6414073071718539,100,66
 CBPX,KNN,0,0,hamming,0,0.4177215189873418,20,12
 CHAP,KNN,0,0,error,0,-1,10,-1
 CHAP,KNN,0,0,error,0,-1,20,-1
 CHAP,KNN,0,0,error,0,-1,30,-1
 CHAP,KNN,0,0,error,0,-1,40,-1
 CHAP,KNN,0,0,error,0,-1,50,-1
 CBB,KNN,0,0,hamming,0,0.5180572851805728,20,18
 CHAP,KNN,0,0,error,0,-1,60,-1
 CHAP,KNN,0,0,error,0,-1,70,-1
 CHAP,KNN,0,0,error,0,-1,80,-1
 CHAP,KNN,0,0,error,0,-1,90,-1
 CBPX,KNN,0,0,canberra,0,0.7323943661971831,30,20
 CHAP,KNN,0,0,error,0,-1,100,-1
 CBS,KNN,0,0,canberra,0,0.6044176706827309,10,7
 CBRE,KNN,0,0,hamming,0,0.4572425828970332,10,9
 CEQP,KNN,0,0,hamming,0,0.5396825396825397,10,4
 CCL,KNN,0,0,hamming,0,0.5203452527743526,10,6
 CBPX,KNN,0,0,euclidean,0,0.7777777777777778,40,21
 CHK,KNN,0,0,manhattan,0,0.47718865598027127,10,6
 CBB,KNN,0,0,manhattan,0,0.6427672955974842,30,22
 CBS,KNN,0,0,canberra,0,0.5469387755102041,20,16
 CBRE,KNN,0,0,braycurtis,0,0.5787610619469027,20,15
 CBPX,KNN,0,0,hamming,0,0.6363636363636364,50,27
 CEQP,KNN,0,0,manhattan,0,0.583941605839416,20,9
 CCL,KNN,0,0,hamming,0,0.42341220423412207,20,16
 CHK,KNN,0,0,hamming,0,0.49564134495641343,20,15
 CBPX,KNN,0,0,euclidean,0,0.9361702127659575,60,17
 CBS,KNN,0,0,chebyshev,0,0.5726141078838174,30,16
 CBB,KNN,0,0,euclidean,0,0.5959339263024143,40,28
 CBRE,KNN,0,0,braycurtis,0,0.6050269299820467,30,22
 CEQP,KNN,0,0,hamming,0,0.4874446085672083,30,10
 CBPX,KNN,0,0,hamming,0,0.9487179487179487,70,13
 CBS,KNN,0,0,braycurtis,0,0.6624472573839663,40,21
 CCL,KNN,0,0,canberra,0,0.6125786163522012,30,15
 CHK,KNN,0,0,chebyshev,0,0.5660377358490566,30,22
 CBRE,KNN,0,0,hamming,0,0.4808743169398907,40,16
 CBB,KNN,0,0,euclidean,0,0.5661103979460848,50,34
 CBPX,KNN,0,0,hamming,0,0.7741935483870968,80,45
 CEQP,KNN,0,0,canberra,0,0.6846038863976084,40,24
 CBS,KNN,0,0,euclidean,0,0.6394849785407726,50,32
 CBPX,KNN,0,0,manhattan,0,0.9130434782608695,90,81
 CBRE,KNN,0,0,euclidean,0,0.5859519408502772,50,33
 CCL,KNN,0,0,chebyshev,0,0.5895806861499364,40,27
 CHK,KNN,0,0,hamming,0,0.5031766200762389,40,26
 CBB,KNN,0,0,euclidean,0,0.5654993514915694,60,38
 CBPX,KNN,0,0,canberra,0,0.7333333333333333,100,82
 CEQP,KNN,0,0,canberra,0,0.7261724659606656,50,27
 CBS,KNN,0,0,chebyshev,0,0.5982532751091703,60,30
 CBRE,KNN,0,0,canberra,0,0.6303939962476548,60,34
 CCL,KNN,0,0,braycurtis,0,0.6444159178433889,50,33
 CHK,KNN,0,0,hamming,0,0.5263157894736842,50,31
 CBB,KNN,0,0,braycurtis,0,0.6343381389252949,70,41
 CBS,KNN,0,0,hamming,0,0.5644444444444444,70,37
 CEQP,KNN,0,0,canberra,0,0.7182235834609495,60,40
 CBRE,KNN,0,0,hamming,0,0.49333333333333335,70,47
 CCL,KNN,0,0,hamming,0,0.48119325551232167,60,38
 CHK,KNN,0,0,hamming,0,0.5071335927367056,60,34
 CBS,KNN,0,0,canberra,0,0.7307692307692307,80,50
 CBB,KNN,0,0,euclidean,0,0.5721854304635762,80,47
 CEQP,KNN,0,0,hamming,0,0.4728682170542636,70,36
 CBRE,KNN,0,0,euclidean,0,0.6286266924564797,80,37
 CBS,KNN,0,0,manhattan,0,0.7258064516129032,90,65
 CCL,KNN,0,0,manhattan,0,0.6605504587155964,70,49
 CHK,KNN,0,0,chebyshev,0,0.5858453473132372,70,41
 CEQP,KNN,0,0,chebyshev,0,0.640502354788069,80,40
 CBB,KNN,0,0,manhattan,0,0.6037483266398929,90,57
 CBRE,KNN,0,0,hamming,0,0.5284872298624754,90,49
 CBS,KNN,0,0,manhattan,0,0.7230046948356808,100,68
 CCL,KNN,0,0,hamming,0,0.519205298013245,80,54
 CHK,KNN,0,0,chebyshev,0,0.5668874172185431,80,40
 CEQP,KNN,0,0,hamming,0,0.5119236883942766,90,54
 CBRE,KNN,0,0,euclidean,0,0.6327345309381237,100,75
 CBB,KNN,0,0,canberra,0,0.6332882273342354,100,65
 CCL,KNN,0,0,manhattan,0,0.6465863453815262,90,53
 CEQP,KNN,0,0,braycurtis,0,0.7230273752012882,100,45
 CHK,KNN,0,0,manhattan,0,0.6131191432396251,90,52
 CHKR,KNN,0,0,canberra,0,0.5736040609137056,10,2
 CLDT,KNN,0,0,braycurtis,0,0.6845878136200717,10,8
 CII,KNN,0,0,hamming,0,0.7804878048780488,10,9
 CIR,KNN,0,0,manhattan,0,0.5223880597014925,10,7
 CHKR,KNN,0,0,hamming,0,0.6137566137566137,20,15
 CCL,KNN,0,0,euclidean,0,0.6224627875507442,100,57
 CLDT,KNN,0,0,chebyshev,0,0.5055350553505535,20,9
 CHK,KNN,0,0,hamming,0,0.5520974289580515,100,63
 CII,KNN,0,0,canberra,0,0.765017667844523,20,17
 CHKR,KNN,0,0,hamming,0,0.6353591160220995,30,22
 CIR,KNN,0,0,canberra,0,0.5917085427135679,20,10
 CLDT,KNN,0,0,braycurtis,0,0.688212927756654,30,15
 CNHI,KNN,0,0,chebyshev,0,0.49038461538461536,10,7
 CII,KNN,0,0,hamming,0,0.45878136200716846,30,21
 CHKR,KNN,0,0,manhattan,0,0.7109826589595376,40,27
 CMO,KNN,0,0,hamming,0,0.45006165228113443,10,7
 CMD,KNN,0,0,braycurtis,0,0.5148148148148148,10,4
 CNQ,KNN,0,0,hamming,0,0.4086161879895561,10,10
 CLDT,KNN,0,0,euclidean,0,0.6392156862745098,40,23
 CNHI,KNN,0,0,manhattan,0,0.7083333333333334,20,13
 CIR,KNN,0,0,euclidean,0,0.5634517766497462,30,18
 CHKR,KNN,0,0,hamming,0,0.6666666666666666,50,32
 CII,KNN,0,0,hamming,0,0.41818181818181815,40,19
 CNHI,KNN,0,0,chebyshev,0,0.5340909090909091,30,17
 CLDT,KNN,0,0,chebyshev,0,0.6558704453441295,50,33
 CMO,KNN,0,0,euclidean,0,0.6077210460772104,20,10
 CMD,KNN,0,0,hamming,0,0.43017456359102246,20,9
 CNQ,KNN,0,0,canberra,0,0.5923482849604221,20,3
 CHKR,KNN,0,0,chebyshev,0,0.6687898089171974,60,31
 CIR,KNN,0,0,hamming,0,0.517948717948718,40,23
 CNHI,KNN,0,0,hamming,0,0.6,40,28
 CLDT,KNN,0,0,chebyshev,0,0.606694560669456,60,32
 CII,KNN,0,0,canberra,0,0.6586715867158671,50,27
 CHKR,KNN,0,0,hamming,0,0.6442953020134228,70,43
 CNHI,KNN,0,0,hamming,0,0.5416666666666666,50,31
 CMO,KNN,0,0,euclidean,0,0.5786163522012578,30,11
 CNQ,KNN,0,0,braycurtis,0,0.632,30,23
 CMD,KNN,0,0,manhattan,0,0.6561712846347607,30,21
 CLDT,KNN,0,0,euclidean,0,0.6883116883116883,70,43
 CIR,KNN,0,0,manhattan,0,0.6424870466321243,50,33
 CII,KNN,0,0,euclidean,0,0.5917602996254682,60,37
 CHKR,KNN,0,0,hamming,0,0.6028368794326241,80,45
 CNHI,KNN,0,0,canberra,0,0.828125,60,41
 CLDT,KNN,0,0,hamming,0,0.484304932735426,80,49
 CHKR,KNN,0,0,chebyshev,0,0.5263157894736842,90,53
 CMO,KNN,0,0,hamming,0,0.4663278271918678,40,24
 CNQ,KNN,0,0,hamming,0,0.5040431266846361,40,25
 CNHI,KNN,0,0,hamming,0,0.6785714285714286,70,38
 CMD,KNN,0,0,manhattan,0,0.6564885496183206,40,27
 CII,KNN,0,0,euclidean,0,0.6254752851711026,70,45
 CIR,KNN,0,0,manhattan,0,0.6295811518324608,60,30
 CLDT,KNN,0,0,euclidean,0,0.6930232558139535,90,55
 CHKR,KNN,0,0,chebyshev,0,0.616,100,64
 CNHI,KNN,0,0,canberra,0,0.8125,80,56
 CII,KNN,0,0,hamming,0,0.5212355212355212,80,45
 CMO,KNN,0,0,hamming,0,0.45699614890885754,50,35
 CNQ,KNN,0,0,euclidean,0,0.6103542234332425,50,28
 CMD,KNN,0,0,canberra,0,0.6979434447300771,50,35
 CLDT,KNN,0,0,chebyshev,0,0.6328502415458938,100,70
 CIR,KNN,0,0,canberra,0,0.66005291005291,70,43
 CNHI,KNN,0,0,chebyshev,0,0.675,90,48
 CNHI,KNN,0,0,hamming,0,0.78125,100,40
 CII,KNN,0,0,canberra,0,0.7450980392156863,90,53
 CNX,KNN,0,0,chebyshev,0,0.499383477188656,10,8
 CNQ,KNN,0,0,chebyshev,0,0.5730027548209367,60,35
 CMO,KNN,0,0,euclidean,0,0.6316472114137484,60,34
 CMD,KNN,0,0,chebyshev,0,0.6181818181818182,60,34
 CIR,KNN,0,0,manhattan,0,0.6176470588235294,80,45
 CII,KNN,0,0,canberra,0,0.7589641434262948,100,75
 CNQ,KNN,0,0,chebyshev,0,0.6044568245125348,70,43
 CNX,KNN,0,0,hamming,0,0.48692403486924035,20,12
 CMO,KNN,0,0,euclidean,0,0.5976408912188729,70,52
 CMD,KNN,0,0,hamming,0,0.536745406824147,70,43
 CIR,KNN,0,0,canberra,0,0.6756756756756757,90,63
 CO,KNN,0,0,canberra,0,0.6303724928366762,10,4
 CNQ,KNN,0,0,hamming,0,0.4971830985915493,80,38
 CNX,KNN,0,0,hamming,0,0.5459119496855346,30,25
 CMO,KNN,0,0,hamming,0,0.4900662251655629,80,43
 CIR,KNN,0,0,braycurtis,0,0.6434426229508197,100,55
 CMD,KNN,0,0,hamming,0,0.5013262599469496,80,48
 CO,KNN,0,0,euclidean,0,0.5161290322580645,20,14
 CNQ,KNN,0,0,chebyshev,0,0.6025641025641025,90,57
 CMO,KNN,0,0,chebyshev,0,0.5997322623828648,90,49
 CNX,KNN,0,0,chebyshev,0,0.5870393900889453,40,24
 CMD,KNN,0,0,hamming,0,0.5294906166219839,90,47
 CO,KNN,0,0,hamming,0,0.44744744744744747,30,21
 CORR,KNN,0,0,hamming,0,0.6027397260273972,10,4
 COF,KNN,0,0,hamming,0,0.47348951911220716,10,5
 CO,KNN,0,0,braycurtis,0,0.6430769230769231,40,32
 CNQ,KNN,0,0,hamming,0,0.5302593659942363,100,56
 CORR,KNN,0,0,manhattan,0,0.5232558139534884,20,9
 CMO,KNN,0,0,canberra,0,0.7550744248985115,100,68
 CNX,KNN,0,0,canberra,0,0.6456996148908858,50,38
 CMD,KNN,0,0,chebyshev,0,0.6341463414634146,100,56
 COF,KNN,0,0,hamming,0,0.34993773349937735,20,9
 CO,KNN,0,0,canberra,0,0.7760252365930599,50,36
 CORR,KNN,0,0,canberra,0,0.6729857819905213,30,17
 CNX,KNN,0,0,chebyshev,0,0.5745784695201037,60,37
 CPAC,KNN,0,0,euclidean,0,0.5964912280701754,10,3
 CO,KNN,0,0,hamming,0,0.49514563106796117,60,36
 CORR,KNN,0,0,canberra,0,0.6835748792270532,40,12
 CR,KNN,0,0,canberra,0,0.6226880394574599,10,9
 CRH,KNN,0,0,braycurtis,0,0.5487053020961775,10,6
 CPF,KNN,0,0,hamming,0,0.5006337135614702,10,7
 COF,KNN,0,0,hamming,0,0.4477987421383648,30,21
 CPAC,KNN,0,0,chebyshev,0,0.3987730061349693,20,8
 CO,KNN,0,0,canberra,0,0.6843853820598007,70,42
 CNX,KNN,0,0,hamming,0,0.5334207077326344,70,45
 CORR,KNN,0,0,braycurtis,0,0.6798029556650246,50,32
 CPAC,KNN,0,0,euclidean,0,0.5419354838709678,30,20
 CR,KNN,0,0,hamming,0,0.42963885429638854,20,9
 CRH,KNN,0,0,manhattan,0,0.526774595267746,20,10
 CPF,KNN,0,0,hamming,0,0.38412291933418696,20,8
 COF,KNN,0,0,hamming,0,0.45616264294790343,40,27
 CO,KNN,0,0,chebyshev,0,0.5290102389078498,80,52
 CPAC,KNN,0,0,hamming,0,0.47619047619047616,40,16
 CORR,KNN,0,0,chebyshev,0,0.5577889447236181,60,30
 CNX,KNN,0,0,manhattan,0,0.6410596026490066,80,45
 CO,KNN,0,0,hamming,0,0.5333333333333333,90,50
 CR,KNN,0,0,chebyshev,0,0.5786163522012578,30,12
 CPF,KNN,0,0,chebyshev,0,0.5084087968952135,30,16
 CRH,KNN,0,0,hamming,0,0.5245283018867924,30,15
 CPAC,KNN,0,0,canberra,0,0.6546762589928058,50,30
 COF,KNN,0,0,chebyshev,0,0.5892169448010269,50,29
 CORR,KNN,0,0,canberra,0,0.7153846153846154,70,46
 CNX,KNN,0,0,euclidean,0,0.5729585006693441,90,57
 CO,KNN,0,0,chebyshev,0,0.6389891696750902,100,51
 CPAC,KNN,0,0,hamming,0,0.549618320610687,60,40
 CORR,KNN,0,0,hamming,0,0.5759162303664922,80,51
 CR,KNN,0,0,hamming,0,0.49047013977128334,40,17
 CPF,KNN,0,0,canberra,0,0.6392156862745098,40,21
 CRH,KNN,0,0,hamming,0,0.5108005082592122,40,28
 COF,KNN,0,0,hamming,0,0.5006485084306096,60,40
 CPAC,KNN,0,0,manhattan,0,0.7317073170731707,70,24
 CNX,KNN,0,0,hamming,0,0.550744248985115,100,66
 CORR,KNN,0,0,hamming,0,0.5,90,43
 CTBB,KNN,0,0,error,0,-1,10,-1
 CTBB,KNN,0,0,error,0,-1,20,-1
 CPAC,KNN,0,0,hamming,0,0.6347826086956522,80,38
 CTBB,KNN,0,0,error,0,-1,30,-1
 CTBB,KNN,0,0,error,0,-1,40,-1
 CTBB,KNN,0,0,error,0,-1,50,-1
 CR,KNN,0,0,manhattan,0,0.6803594351732991,50,38
 CTBB,KNN,0,0,error,0,-1,60,-1
 CPF,KNN,0,0,canberra,0,0.5957727873183619,50,25
 CTBB,KNN,0,0,error,0,-1,70,-1
 CRH,KNN,0,0,braycurtis,0,0.6739409499358151,50,38
 CTBB,KNN,0,0,error,0,-1,80,-1
 CTBB,KNN,0,0,error,0,-1,90,-1
 CTBB,KNN,0,0,error,0,-1,100,-1
 COF,KNN,0,0,canberra,0,0.6762778505897772,70,45
 CORR,KNN,0,0,manhattan,0,0.726775956284153,100,48
 CPAC,KNN,0,0,canberra,0,0.7102803738317757,90,55
 CRK,KNN,0,0,manhattan,0,0.4907521578298397,10,5
 CR,KNN,0,0,canberra,0,0.7224383916990921,60,32
 CPF,KNN,0,0,chebyshev,0,0.5807743658210948,60,44
 CRH,KNN,0,0,euclidean,0,0.6070038910505836,60,39
 CPAC,KNN,0,0,hamming,0,0.6565656565656566,100,61
 COF,KNN,0,0,hamming,0,0.5046357615894039,80,39
 CRK,KNN,0,0,euclidean,0,0.5603985056039851,20,15
 CR,KNN,0,0,hamming,0,0.5674967234600262,70,37
 CPF,KNN,0,0,euclidean,0,0.5951417004048583,70,36
 CRH,KNN,0,0,chebyshev,0,0.5753604193971167,70,40
 COF,KNN,0,0,manhattan,0,0.6706827309236948,90,52
 CRK,KNN,0,0,chebyshev,0,0.5849056603773585,30,19
 CPF,KNN,0,0,chebyshev,0,0.582537517053206,80,43
 CR,KNN,0,0,hamming,0,0.5536423841059602,80,53
 CRH,KNN,0,0,chebyshev,0,0.5894039735099338,80,39
 COF,KNN,0,0,manhattan,0,0.6765899864682002,100,65
 CRK,KNN,0,0,braycurtis,0,0.5946632782719187,40,25
 CPF,KNN,0,0,hamming,0,0.48413793103448277,90,49
 CR,KNN,0,0,manhattan,0,0.6827309236947792,90,59
 CRH,KNN,0,0,canberra,0,0.6720214190093708,90,60
 CTS,KNN,0,0,hamming,0,0.3588162762022195,10,6
 CUZ,KNN,0,0,braycurtis,0,0.657213316892725,10,9
 CRK,KNN,0,0,chebyshev,0,0.5840821566110398,50,35
 CPF,KNN,0,0,chebyshev,0,0.592747559274756,100,63
 CR,KNN,0,0,canberra,0,0.7212449255751014,100,56
 CRH,KNN,0,0,chebyshev,0,0.5886332882273342,100,74
 CTS,KNN,0,0,braycurtis,0,0.5740971357409713,20,5
 CUZ,KNN,0,0,canberra,0,0.6077210460772104,20,13
 CRK,KNN,0,0,braycurtis,0,0.6121919584954605,60,41
 CWEN,KNN,0,0,euclidean,0,0.5909090909090909,10,4
 CVEO,KNN,0,0,hamming,0,0.589041095890411,10,8
 CZZ,KNN,0,0,chebyshev,0,0.5146341463414634,10,6
 CTS,KNN,0,0,canberra,0,0.6062893081761006,30,20
 CUZ,KNN,0,0,euclidean,0,0.5723270440251572,30,11
 CWEN,KNN,0,0,chebyshev,0,0.5,20,9
 CVEO,KNN,0,0,manhattan,0,0.7384615384615385,20,12
 CRK,KNN,0,0,hamming,0,0.5137614678899083,70,42
 CZZ,KNN,0,0,euclidean,0,0.6069651741293532,20,15
 CWEN,KNN,0,0,euclidean,0,0.6666666666666666,30,15
 CWEN,KNN,0,0,error,0,-1,40,-1
 CVEO,KNN,0,0,hamming,0,0.45614035087719296,30,17
 CWEN,KNN,0,0,error,0,-1,50,-1
 CWEN,KNN,0,0,error,0,-1,60,-1
 CWEN,KNN,0,0,error,0,-1,70,-1
 CTS,KNN,0,0,manhattan,0,0.6149936467598475,40,27
 CWEN,KNN,0,0,error,0,-1,80,-1
 CWEN,KNN,0,0,error,0,-1,90,-1
 CUZ,KNN,0,0,chebyshev,0,0.5844980940279543,40,26
 CWEN,KNN,0,0,error,0,-1,100,-1
 CZZ,KNN,0,0,chebyshev,0,0.5812182741116751,30,19
 CVEO,KNN,0,0,chebyshev,0,0.673469387755102,40,24
 CRK,KNN,0,0,hamming,0,0.5205298013245033,80,45
 CTS,KNN,0,0,chebyshev,0,0.5815147625160462,50,29
 CVEO,KNN,0,0,manhattan,0,0.8048780487804879,50,29
 CZZ,KNN,0,0,hamming,0,0.5233160621761658,40,23
 CUZ,KNN,0,0,hamming,0,0.5019255455712451,50,36
 CRK,KNN,0,0,hamming,0,0.5073627844712182,90,52
 CVEO,KNN,0,0,hamming,0,0.6060606060606061,60,39
 CZZ,KNN,0,0,canberra,0,0.6957671957671958,50,28
 CTS,KNN,0,0,hamming,0,0.5525291828793775,60,40
 CUZ,KNN,0,0,euclidean,0,0.5966277561608301,60,35
 CVEO,KNN,0,0,chebyshev,0,0.48,70,29
 CRK,KNN,0,0,canberra,0,0.625169147496617,100,58
 CZZ,KNN,0,0,hamming,0,0.5054054054054054,60,40
 DAVA,KNN,0,0,error,0,-1,10,-1
 DAVA,KNN,0,0,error,0,-1,20,-1
 DAVA,KNN,0,0,error,0,-1,30,-1
 DAVA,KNN,0,0,error,0,-1,40,-1
 DAVA,KNN,0,0,error,0,-1,50,-1
 DAVA,KNN,0,0,error,0,-1,60,-1
 DAVA,KNN,0,0,error,0,-1,70,-1
 CVEO,KNN,0,0,hamming,0,0.6470588235294118,80,37
 DAVA,KNN,0,0,error,0,-1,80,-1
 DAVA,KNN,0,0,error,0,-1,90,-1
 DAVA,KNN,0,0,error,0,-1,100,-1
 CTS,KNN,0,0,manhattan,0,0.6330275229357798,70,35
 CUZ,KNN,0,0,hamming,0,0.5176933158584535,70,45
 CZZ,KNN,0,0,hamming,0,0.5303867403314917,70,37
 CVEO,KNN,0,0,hamming,0,0.3333333333333333,90,50
 CVEO,KNN,0,0,error,0,-1,100,-1
 DBD,KNN,0,0,hamming,0,0.42293464858199753,10,8
 CTS,KNN,0,0,chebyshev,0,0.6,80,44
 CUZ,KNN,0,0,chebyshev,0,0.6052980132450331,80,49
 CZZ,KNN,0,0,manhattan,0,0.7005649717514124,80,50
 DBD,KNN,0,0,hamming,0,0.4259028642590286,20,14
 CTS,KNN,0,0,braycurtis,0,0.6050870147255689,90,65
 CZZ,KNN,0,0,hamming,0,0.5115606936416185,90,47
 CUZ,KNN,0,0,hamming,0,0.4899598393574297,90,48
 DBD,KNN,0,0,euclidean,0,0.589937106918239,30,19
 CZZ,KNN,0,0,braycurtis,0,0.636094674556213,100,51
 CTS,KNN,0,0,braycurtis,0,0.6197564276048715,100,70
 CUZ,KNN,0,0,braycurtis,0,0.638700947225981,100,69
 DESP,KNN,0,0,error,0,-1,10,-1
 DESP,KNN,0,0,error,0,-1,20,-1
 DESP,KNN,0,0,error,0,-1,30,-1
 DESP,KNN,0,0,error,0,-1,40,-1
 DESP,KNN,0,0,error,0,-1,50,-1
 DESP,KNN,0,0,error,0,-1,60,-1
 DESP,KNN,0,0,error,0,-1,70,-1
 DESP,KNN,0,0,error,0,-1,80,-1
 DESP,KNN,0,0,error,0,-1,90,-1
 DESP,KNN,0,0,error,0,-1,100,-1
 DBD,KNN,0,0,chebyshev,0,0.565438373570521,40,24
 DCF,KNN,0,0,hamming,0,0.531986531986532,10,8
 DHX,KNN,0,0,chebyshev,0,0.5096153846153846,10,3
 DFS,KNN,0,0,hamming,0,0.5497630331753555,10,5
 DK,KNN,0,0,braycurtis,0,0.4989517819706499,10,6
 DKS,KNN,0,0,euclidean,0,0.5320121951219512,10,10
 DNI,KNN,0,0,canberra,0,0.8271604938271605,10,9
 DBD,KNN,0,0,hamming,0,0.4878048780487805,50,30
 DCF,KNN,0,0,hamming,0,0.5017301038062284,20,12
 DHX,KNN,0,0,canberra,0,0.5857843137254902,20,14
 DFS,KNN,0,0,chebyshev,0,0.5048309178743962,20,6
 DK,KNN,0,0,euclidean,0,0.5415778251599147,20,12
 DKS,KNN,0,0,hamming,0,0.4583333333333333,20,9
 DNI,KNN,0,0,hamming,0,0.5997506234413965,20,15
 DCF,KNN,0,0,hamming,0,0.5693950177935944,30,6
 DHX,KNN,0,0,hamming,0,0.4675,30,18
 DBD,KNN,0,0,manhattan,0,0.648508430609598,60,40
 DFS,KNN,0,0,canberra,0,0.6600985221674877,30,15
 DK,KNN,0,0,euclidean,0,0.5704989154013015,30,23
 DKS,KNN,0,0,chebyshev,0,0.5765625,30,19
 DCF,KNN,0,0,chebyshev,0,0.6153846153846154,40,15
 DNI,KNN,0,0,braycurtis,0,0.6826196473551638,30,11
 DHX,KNN,0,0,chebyshev,0,0.5816326530612245,40,21
 DFS,KNN,0,0,hamming,0,0.4899497487437186,40,30
 DK,KNN,0,0,euclidean,0,0.6225165562913907,40,29
 DBD,KNN,0,0,chebyshev,0,0.580602883355177,70,47
 DKS,KNN,0,0,braycurtis,0,0.6439873417721519,40,27
 DCF,KNN,0,0,euclidean,0,0.6339622641509434,50,21
 DHX,KNN,0,0,canberra,0,0.6458333333333334,50,34
 DFS,KNN,0,0,hamming,0,0.5025641025641026,50,28
 DK,KNN,0,0,manhattan,0,0.6561797752808989,50,34
 DNI,KNN,0,0,braycurtis,0,0.6972010178117048,40,16
 DBD,KNN,0,0,chebyshev,0,0.6,80,50
 DCF,KNN,0,0,hamming,0,0.556420233463035,60,47
 DKS,KNN,0,0,hamming,0,0.5208333333333334,50,34
 DHX,KNN,0,0,hamming,0,0.5,60,37
 DFS,KNN,0,0,chebyshev,0,0.5602094240837696,60,41
 DK,KNN,0,0,euclidean,0,0.6109839816933639,60,38
 DNI,KNN,0,0,manhattan,0,0.6388174807197944,50,31
 DCF,KNN,0,0,chebyshev,0,0.5742971887550201,70,58
 DBD,KNN,0,0,euclidean,0,0.6345381526104418,90,66
 DHX,KNN,0,0,chebyshev,0,0.5353260869565217,70,43
 DKS,KNN,0,0,braycurtis,0,0.6022727272727273,60,37
 DFS,KNN,0,0,braycurtis,0,0.6737967914438503,70,39
 DK,KNN,0,0,hamming,0,0.46153846153846156,70,42
 DCF,KNN,0,0,chebyshev,0,0.5601659751037344,80,40
 DNI,KNN,0,0,euclidean,0,0.6116883116883117,60,40
 DHX,KNN,0,0,manhattan,0,0.6555555555555556,80,48
