Stock,Algorithm,Estimators,Depth,No_of_features,Model_Score,Future_day,Our_test_score
BBF,ZR,0,0,0,0,80,error
BBF,RF,0,0,20,0,90,error
BBF,ZR,0,0,0,0,90,error
BBF,RF,0,0,20,0,100,error
BBF,ZR,0,0,0,0,100,error
BBX,RF,0,0,20,0,10,error
BBX,ZR,0,0,0,0,10,error
BBX,RF,0,0,20,0,20,error
BBX,ZR,0,0,0,0,20,error
BBX,RF,0,0,20,0,30,error
BBX,ZR,0,0,0,0,30,error
BBX,RF,0,0,20,0,40,error
BBX,ZR,0,0,0,0,40,error
BBX,RF,0,0,20,0,50,error
BBX,ZR,0,0,0,0,50,error
BBX,RF,0,0,20,0,60,error
BBX,ZR,0,0,0,0,60,error
BBX,RF,0,0,20,0,70,error
BBX,ZR,0,0,0,0,70,error
BBX,RF,0,0,20,0,80,error
BBX,ZR,0,0,0,0,80,error
BBX,RF,0,0,20,0,90,error
BBX,ZR,0,0,0,0,90,error
BBX,RF,0,0,20,0,100,error
BBX,ZR,0,0,0,0,100,error
BCE,RF,10,10,20,0.7622377622377622,10,10
BCE,ZR,0,0,0,0,10,7
BCE,RF,10,20,20,0.8549075391180654,20,18
BCE,ZR,0,0,0,0,20,18
BCE,RF,30,40,20,0.9377713458755427,30,30
BCE,ZR,0,0,0,0,30,19
BCE,RF,30,30,20,0.9248895434462445,40,37
BCE,ZR,0,0,0,0,40,13
BCE,RF,10,10,20,0.9265367316341829,50,48
BCE,ZR,0,0,0,0,50,5
BCE,RF,10,10,20,0.9526717557251908,60,60
BCE,ZR,0,0,0,0,60,0
BCE,RF,10,30,20,0.9517884914463453,70,69
BCE,ZR,0,0,0,0,70,1
BCE,RF,10,20,20,0.9635499207606973,80,63
BCE,ZR,0,0,0,0,80,12
BCE,RF,10,40,20,0.9579967689822294,90,68
BCE,ZR,0,0,0,0,90,24
BCE,RF,40,10,20,0.9555189456342669,100,98
BCE,ZR,0,0,0,0,100,38
AXE,RF,50,40,20,0.8677685950413223,10,8
AXE,ZR,0,0,0,0,10,8
AXE,RF,10,30,20,0.9089820359281438,20,14
AXE,ZR,0,0,0,0,20,10
AXE,RF,30,40,20,0.9161603888213852,30,26
AXE,ZR,0,0,0,0,30,21
AXE,RF,10,10,20,0.903822441430333,40,29
AXE,ZR,0,0,0,0,40,30
AXE,RF,10,20,20,0.9086357947434293,50,25
AXE,ZR,0,0,0,0,50,30
AXE,RF,20,10,20,0.9161372299872935,60,37
AXE,ZR,0,0,0,0,60,36
AXE,RF,20,30,20,0.9470967741935484,70,44
AXE,ZR,0,0,0,0,70,33
AXE,RF,10,40,20,0.9344692005242464,80,51
AXE,ZR,0,0,0,0,80,31
AXE,RF,30,30,20,0.9733688415446072,90,59
AXE,ZR,0,0,0,0,90,36
AXE,RF,10,50,20,0.9621109607577808,100,71
AXE,ZR,0,0,0,0,100,50
BBY,RF,10,20,20,0.8512396694214877,10,5
BBY,ZR,0,0,0,0,10,3
BBY,RF,20,50,20,0.9053892215568863,20,15
BBY,ZR,0,0,0,0,20,2
BBY,RF,10,50,20,0.9356014580801945,30,27
BBY,ZR,0,0,0,0,30,7
BBY,RF,10,50,20,0.9408138101109741,40,29
BBY,ZR,0,0,0,0,40,23
BBY,RF,10,20,20,0.9399249061326659,50,38
BBY,ZR,0,0,0,0,50,32
BBY,RF,40,10,20,0.9313850063532402,60,51
BBY,ZR,0,0,0,0,60,33
BBY,RF,30,10,20,0.9393548387096774,70,50
BBY,ZR,0,0,0,0,70,37
BBY,RF,20,50,20,0.9370904325032765,80,77
BBY,ZR,0,0,0,0,80,51
BBY,RF,10,20,20,0.9613848202396804,90,84
BBY,ZR,0,0,0,0,90,62
BBY,RF,10,40,20,0.9688768606224628,100,91
BBY,ZR,0,0,0,0,100,75
AVY,RF,20,30,20,0.8547815820543093,10,9
AVY,ZR,0,0,0,0,10,7
AVY,RF,10,10,20,0.8263473053892215,20,11
AVY,ZR,0,0,0,0,20,10
AVY,RF,10,10,20,0.8566221142162819,30,23
AVY,ZR,0,0,0,0,30,9
AVY,RF,40,10,20,0.8705302096177558,40,24
AVY,ZR,0,0,0,0,40,26
AVY,RF,10,20,20,0.9336670838548186,50,17
AVY,ZR,0,0,0,0,50,48
AVY,RF,10,30,20,0.9428208386277002,60,19
AVY,ZR,0,0,0,0,60,51
AVY,RF,10,50,20,0.9290322580645162,70,26
AVY,ZR,0,0,0,0,70,66
AVY,RF,10,30,20,0.9410222804718218,80,40
AVY,ZR,0,0,0,0,80,65
AVY,RF,30,10,20,0.9387483355525965,90,52
AVY,ZR,0,0,0,0,90,78
AVY,RF,30,20,20,0.9553450608930988,100,58
AVY,ZR,0,0,0,0,100,93
BFO,RF,0,0,20,0,10,error
BFO,ZR,0,0,0,0,10,error
BFO,RF,0,0,20,0,20,error
BFO,ZR,0,0,0,0,20,error
BFO,RF,0,0,20,0,30,error
BFO,ZR,0,0,0,0,30,error
BFO,RF,0,0,20,0,40,error
BFO,ZR,0,0,0,0,40,error
BFO,RF,0,0,20,0,50,error
BFO,ZR,0,0,0,0,50,error
