Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,degree,No_of_neighbors,Our_test_score
CWEN,RF,10,10,0,0.7803468208092486,10,10,-1,0,-1,4
 CWEN,ZR,0,0,0,0,10,4
INXN,RF,10,10,0,0.7634961439588689,10,10,-1,0,-1,8
 INXN,ZR,0,0,0,0,10,7
CWEN,RF,10,10,0,0.7803468208092486,10,10,-1,0,-1,4
 CWEN,ZR,0,0,0,0,10,4
CWEN,RF,10,10,0,0.8242424242424242,10,20,-1,0,-1,20
 CWEN,ZR,0,0,0,0,20,20
HUN,RF,40,20,0,0.7503628447024674,23,10,-1,0,-1,10
 HUN,ZR,0,0,0,0,10,1
ABR,RF,10,10,0,0.7893296853625171,10,10,-1,0,-1,6
 ABR,ZR,0,0,0,0,10,6
CWEN,RF,10,10,0,0.7803468208092486,10,10,-1,0,-1,4
 CWEN,ZR,0,0,0,0,10,4
CWEN,RF,10,10,0,0.8242424242424242,10,20,-1,0,-1,20
 CWEN,ZR,0,0,0,0,20,20
CWEN,RF,10,50,0,0.7961783439490446,24,30,-1,0,-1,18
 CWEN,ZR,0,0,0,0,30,15
INXN,RF,10,10,0,0.7634961439588689,10,10,-1,0,-1,8
 INXN,ZR,0,0,0,0,10,7
INXN,RF,10,30,0,0.800524934383202,10,20,-1,0,-1,17
 INXN,ZR,0,0,0,0,20,4
APH,RF,10,20,0,0.7671517671517671,16,10,-1,0,-1,10
 APH,ZR,0,0,0,0,10,1
BHP,RF,10,20,0,0.6618106139438086,16,10,-1,0,-1,3
 BHP,ZR,0,0,0,0,10,0
CUZ,RF,30,40,0,0.7900207900207901,10,10,-1,0,-1,5
 CUZ,ZR,0,0,0,0,10,1
KMT,RF,10,10,0,0.658004158004158,13,10,-1,0,-1,10
 KMT,ZR,0,0,0,0,10,2
CWEN,RF,10,10,0,0.7803468208092486,10,10,-1,0,-1,4
 CWEN,ZR,0,0,0,0,10,4
CWEN,RF,10,10,0,0.8242424242424242,10,20,-1,0,-1,20
 CWEN,ZR,0,0,0,0,20,20
CWEN,RF,10,50,0,0.7961783439490446,24,30,-1,0,-1,18
 CWEN,ZR,0,0,0,0,30,15
CWEN,RF,30,10,0,0.8590604026845637,10,40,-1,0,-1,31
 CWEN,ZR,0,0,0,0,40,27
INXN,RF,10,10,0,0.7634961439588689,10,10,-1,0,-1,8
 INXN,ZR,0,0,0,0,10,7
INXN,RF,10,30,0,0.800524934383202,10,20,-1,0,-1,17
 INXN,ZR,0,0,0,0,20,4
INXN,RF,10,40,0,0.8257372654155496,10,30,-1,0,-1,28
 INXN,ZR,0,0,0,0,30,28
CWEN,RF,10,10,0,0.7803468208092486,10,10,-1,0,-1,4
 CWEN,ZR,0,0,0,0,10,4
CWEN,RF,10,10,0,0.8242424242424242,10,20,-1,0,-1,20
 CWEN,ZR,0,0,0,0,20,20
CWEN,RF,10,50,0,0.7961783439490446,24,30,-1,0,-1,18
 CWEN,ZR,0,0,0,0,30,15
CWEN,RF,30,10,0,0.8590604026845637,10,40,-1,0,-1,31
 CWEN,ZR,0,0,0,0,40,27
CWEN,RF,10,30,0,0.8652482269503546,20,50,-1,0,-1,41
 CWEN,ZR,0,0,0,0,50,8
HUN,RF,40,20,0,0.7503628447024674,23,10,-1,0,-1,10
 HUN,ZR,0,0,0,0,10,1
HUN,RF,10,50,0,0.788546255506608,14,20,-1,0,-1,19
 HUN,ZR,0,0,0,0,20,15
ABR,RF,10,10,0,0.7893296853625171,10,10,-1,0,-1,6
 ABR,ZR,0,0,0,0,10,6
ABR,RF,30,10,0,0.7800829875518672,16,20,-1,0,-1,16
 ABR,ZR,0,0,0,0,20,0
CWEN,RF,10,10,0,0.7803468208092486,10,10,-1,0,-1,4
 CWEN,ZR,0,0,0,0,10,4
CWEN,RF,10,10,0,0.8242424242424242,10,20,-1,0,-1,20
 CWEN,ZR,0,0,0,0,20,20
CWEN,RF,10,50,0,0.7961783439490446,24,30,-1,0,-1,18
 CWEN,ZR,0,0,0,0,30,15
CWEN,RF,30,10,0,0.8590604026845637,10,40,-1,0,-1,31
 CWEN,ZR,0,0,0,0,40,27
CWEN,RF,10,30,0,0.8652482269503546,20,50,-1,0,-1,41
 CWEN,ZR,0,0,0,0,50,8
CWEN,RF,10,50,0,0.8345864661654135,14,60,-1,0,-1,55
 CWEN,ZR,0,0,0,0,60,4
INXN,RF,10,10,0,0.7634961439588689,10,10,-1,0,-1,8
 INXN,ZR,0,0,0,0,10,7
INXN,RF,10,30,0,0.800524934383202,10,20,-1,0,-1,17
 INXN,ZR,0,0,0,0,20,4
INXN,RF,10,40,0,0.8257372654155496,10,30,-1,0,-1,28
 INXN,ZR,0,0,0,0,30,28
INXN,RF,10,10,0,0.8191780821917808,10,40,-1,0,-1,36
 INXN,ZR,0,0,0,0,40,36
CWEN,RF,10,10,0,0.7803468208092486,10,10,-1,0,-1,4
 CWEN,ZR,0,0,0,0,10,4
CWEN,RF,10,10,0,0.8242424242424242,10,20,-1,0,-1,20
 CWEN,ZR,0,0,0,0,20,20
CWEN,RF,10,50,0,0.7961783439490446,24,30,-1,0,-1,18
 CWEN,ZR,0,0,0,0,30,15
CWEN,RF,30,10,0,0.8590604026845637,10,40,-1,0,-1,31
 CWEN,ZR,0,0,0,0,40,27
CWEN,RF,10,30,0,0.8652482269503546,20,50,-1,0,-1,41
 CWEN,ZR,0,0,0,0,50,8
CWEN,RF,10,50,0,0.8345864661654135,14,60,-1,0,-1,55
 CWEN,ZR,0,0,0,0,60,4
CWEN,RF,10,50,0,0.848,10,70,-1,0,-1,32
 CWEN,ZR,0,0,0,0,70,9
APH,RF,10,20,0,0.7671517671517671,16,10,-1,0,-1,10
 APH,ZR,0,0,0,0,10,1
APH,RF,10,10,0,0.7725366876310272,18,20,-1,0,-1,8
 APH,ZR,0,0,0,0,20,17
CUZ,RF,30,40,0,0.7900207900207901,10,10,-1,0,-1,5
 CUZ,ZR,0,0,0,0,10,1
CUZ,RF,10,30,0,0.7526205450733753,20,20,-1,0,-1,6
 CUZ,ZR,0,0,0,0,20,12
BHP,RF,10,20,0,0.6618106139438086,16,10,-1,0,-1,3
 BHP,ZR,0,0,0,0,10,0
