Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,Our_test_score
 SJIU,ZR,0,0,0,0,13.5,20,-1,17
 SJIU,KNN,0,0,euclidean,0,7.0,30,-1,7
 SJIU,RF,20,40,0,-1,11.0,30,-1,11
 SJIU,SVM,0,0,Linear,-1,6.0,30,0.5,6
 SJIU,ZR,0,0,0,0,7.0,30,-1,7
 SJIU,KNN,0,0,-1,0,-1,40,-1,-1
 SJIU,RF,-1,-1,0,-1,-1,-1,-1,-1
 SJIU,SVM,0,0,Linear,-1,-1,40,-1,-1
 SJIU,ZR,0,0,0,0,nan,40,-1,-1
 SJIU,KNN,0,0,-1,0,-1,50,-1,-1
 SJIU,RF,-1,-1,0,-1,-1,-1,-1,-1
 SJIU,SVM,0,0,Linear,-1,-1,50,-1,-1
 SJIU,ZR,0,0,0,0,nan,50,-1,-1
 SJIU,KNN,0,0,-1,0,-1,60,-1,-1
 SJIU,RF,-1,-1,0,-1,-1,-1,-1,-1
 SJIU,SVM,0,0,Linear,-1,-1,60,-1,-1
 SJIU,ZR,0,0,0,0,nan,60,-1,-1
 SJIU,KNN,0,0,-1,0,-1,70,-1,-1
 SJIU,RF,-1,-1,0,-1,-1,-1,-1,-1
 SJIU,SVM,0,0,Linear,-1,-1,70,-1,-1
 SJIU,ZR,0,0,0,0,nan,70,-1,-1
 SJIU,KNN,0,0,-1,0,-1,80,-1,-1
 SJIU,RF,-1,-1,0,-1,-1,-1,-1,-1
 SJIU,SVM,0,0,Linear,-1,-1,80,-1,-1
 SJIU,ZR,0,0,0,0,nan,80,-1,-1
 SJIU,KNN,0,0,-1,0,-1,90,-1,-1
 SJIU,RF,-1,-1,0,-1,-1,-1,-1,-1
 SJIU,SVM,0,0,Linear,-1,-1,90,-1,-1
 SJIU,ZR,0,0,0,0,nan,90,-1,-1
 SJIU,KNN,0,0,-1,0,-1,100,-1,-1
 SJIU,RF,-1,-1,0,-1,-1,-1,-1,-1
 SJIU,SVM,0,0,Linear,-1,-1,100,-1,-1
 SJIU,ZR,0,0,0,0,nan,100,-1,-1
 FRAC,KNN,0,0,euclidean,0,6.9,10,-1,6
 FRAC,RF,10,10,0,-1,7.7,10,-1,7
 FRAC,SVM,0,0,Linear,-1,7.5,10,10,7
 FRAC,ZR,0,0,0,0,6.7,10,-1,3
 FRAC,KNN,0,0,euclidean,0,11.6,20,-1,11
 FRAC,RF,10,20,0,-1,10.0,20,-1,12
 FRAC,SVM,0,0,Linear,-1,10.8,20,0.5,12
 FRAC,ZR,0,0,0,0,12.4,20,-1,8
 FRAC,KNN,0,0,euclidean,0,16.666666666666668,30,-1,12
 FRAC,RF,10,10,0,-1,16.0,30,-1,9
 FRAC,SVM,0,0,Linear,-1,13.333333333333334,30,0.5,5
 FRAC,ZR,0,0,0,0,13.333333333333334,30,-1,5
 FRAC,KNN,0,0,euclidean,0,19.5,40,-1,23
 FRAC,RF,10,10,0,-1,18.5,40,-1,22
 FRAC,SVM,0,0,Linear,-1,20.5,40,0.5,21
 FRAC,ZR,0,0,0,0,18.5,40,-1,18
 FRAC,KNN,0,0,chebyshev,0,31.0,50,-1,31
 FRAC,RF,10,30,0,-1,25.0,50,-1,25
 FRAC,SVM,0,0,Linear,-1,17.0,50,0.5,17
 FRAC,ZR,0,0,0,0,21.0,50,-1,21
 FRAC,KNN,0,0,euclidean,0,37.0,60,-1,37
 FRAC,RF,10,10,0,-1,45.0,60,-1,45
 FRAC,SVM,0,0,Linear,-1,44.0,60,0.5,44
 FRAC,ZR,0,0,0,0,47.0,60,-1,47
 FRAC,KNN,0,0,chebyshev,0,45.0,70,-1,45
 FRAC,RF,20,10,0,-1,45.0,70,-1,45
 FRAC,SVM,0,0,Linear,-1,42.0,70,0.5,42
 FRAC,ZR,0,0,0,0,45.0,70,-1,45
 FRAC,KNN,0,0,-1,0,-1,80,-1,-1
 FRAC,RF,-1,-1,0,-1,-1,-1,-1,-1
 FRAC,SVM,0,0,Linear,-1,-1,80,-1,-1
 FRAC,ZR,0,0,0,0,nan,80,-1,-1
 FRAC,KNN,0,0,-1,0,-1,90,-1,-1
 FRAC,RF,-1,-1,0,-1,-1,-1,-1,-1
 FRAC,SVM,0,0,Linear,-1,-1,90,-1,-1
 FRAC,ZR,0,0,0,0,nan,90,-1,-1
 FRAC,KNN,0,0,-1,0,-1,100,-1,-1
 FRAC,RF,-1,-1,0,-1,-1,-1,-1,-1
 FRAC,SVM,0,0,Linear,-1,-1,100,-1,-1
 FRAC,ZR,0,0,0,0,nan,100,-1,-1
 SWP,KNN,0,0,euclidean,0,7.8,10,-1,9
 SWP,RF,10,10,0,-1,7.7,10,-1,9
 SWP,SVM,0,0,Linear,-1,7.7,10,0.5,9
 SWP,ZR,0,0,0,0,7.7,10,-1,9
 SWP,KNN,0,0,euclidean,0,7.6,20,-1,9
 SWP,RF,10,10,0,-1,10.0,20,-1,16
 SWP,SVM,0,0,Linear,-1,10.0,20,0.5,16
 SWP,ZR,0,0,0,0,10.0,20,-1,16
 SWP,KNN,0,0,euclidean,0,11.666666666666666,30,-1,10
 SWP,RF,10,10,0,-1,10.666666666666666,30,-1,11
 SWP,SVM,0,0,Linear,-1,11.0,30,0.5,11
 SWP,ZR,0,0,0,0,12.333333333333334,30,-1,6
 SWP,KNN,0,0,euclidean,0,19.0,40,-1,23
 SWP,RF,10,20,0,-1,20.0,40,-1,22
 SWP,SVM,0,0,Linear,-1,20.5,40,0.5,20
 SWP,ZR,0,0,0,0,24.5,40,-1,23
 SWP,KNN,0,0,euclidean,0,26.0,50,-1,26
 SWP,RF,10,20,0,-1,27.0,50,-1,27
 SWP,SVM,0,0,Linear,-1,25.0,50,0.5,25
 SWP,ZR,0,0,0,0,33.0,50,-1,33
 SWP,KNN,0,0,euclidean,0,30.0,60,-1,30
 SWP,RF,20,30,0,-1,30.0,60,-1,30
 SWP,SVM,0,0,Linear,-1,30.0,60,0.5,30
 SWP,ZR,0,0,0,0,29.0,60,-1,29
 SWP,KNN,0,0,euclidean,0,46.0,70,-1,46
 SWP,RF,20,30,0,-1,25.0,70,-1,25
 SWP,SVM,0,0,Linear,-1,27.0,70,0.5,27
 SWP,ZR,0,0,0,0,26.0,70,-1,26
 SWP,KNN,0,0,-1,0,-1,80,-1,-1
 SWP,RF,-1,-1,0,-1,-1,-1,-1,-1
 SWP,SVM,0,0,Linear,-1,-1,80,-1,-1
 SWP,ZR,0,0,0,0,nan,80,-1,-1
 SWP,KNN,0,0,-1,0,-1,90,-1,-1
 SWP,RF,-1,-1,0,-1,-1,-1,-1,-1
 SWP,SVM,0,0,Linear,-1,-1,90,-1,-1
 SWP,ZR,0,0,0,0,nan,90,-1,-1
 SWP,KNN,0,0,-1,0,-1,100,-1,-1
 SWP,RF,-1,-1,0,-1,-1,-1,-1,-1
 SWP,SVM,0,0,Linear,-1,-1,100,-1,-1
 SWP,ZR,0,0,0,0,nan,100,-1,-1
 VSM,KNN,0,0,chebyshev,0,8.7,10,-1,10
 VSM,RF,10,10,0,-1,8.0,10,-1,10
 VSM,SVM,0,0,Linear,-1,9.9,10,0.5,10
 VSM,ZR,0,0,0,0,10.0,10,-1,10
 VSM,KNN,0,0,chebyshev,0,4.666666666666667,20,-1,2
 VSM,RF,10,10,0,-1,7.5,20,-1,11
 VSM,SVM,0,0,Linear,-1,6.666666666666667,20,0.5,11
 VSM,ZR,0,0,0,0,7.166666666666667,20,-1,18
 VSM,KNN,0,0,euclidean,0,15.666666666666666,30,-1,27
 VSM,RF,10,10,0,-1,18.333333333333332,30,-1,28
 VSM,SVM,0,0,Linear,-1,18.333333333333332,30,0.5,28
 VSM,ZR,0,0,0,0,18.333333333333332,30,-1,28
 VSM,KNN,0,0,braycurtis,0,20.0,40,-1,23
 VSM,RF,10,10,0,-1,26.0,40,-1,24
 VSM,SVM,0,0,Linear,-1,25.5,40,0.5,24
 VSM,ZR,0,0,0,0,30.5,40,-1,24
 VSM,KNN,0,0,euclidean,0,32.5,50,-1,33
 VSM,RF,10,10,0,-1,21.5,50,-1,17
 VSM,SVM,0,0,Linear,-1,25.5,50,0.5,17
 VSM,ZR,0,0,0,0,25.5,50,-1,17
 VSM,KNN,0,0,chebyshev,0,35.0,60,-1,35
 VSM,RF,10,50,0,-1,31.0,60,-1,31
 VSM,SVM,0,0,Linear,-1,23.0,60,0.5,23
 VSM,ZR,0,0,0,0,23.0,60,-1,23
 VSM,KNN,0,0,chebyshev,0,48.0,70,-1,48
 VSM,RF,10,10,0,-1,21.0,70,-1,21
 VSM,SVM,0,0,Linear,-1,20.0,70,0.5,20
 VSM,ZR,0,0,0,0,20.0,70,-1,20
 VSM,KNN,0,0,euclidean,0,33.0,80,-1,33
 VSM,RF,20,30,0,-1,31.0,80,-1,31
 VSM,SVM,0,0,Linear,-1,29.0,80,0.5,29
 VSM,ZR,0,0,0,0,29.0,80,-1,29
 VSM,KNN,0,0,-1,0,-1,90,-1,-1
 VSM,RF,-1,-1,0,-1,-1,-1,-1,-1
 VSM,SVM,0,0,Linear,-1,-1,90,-1,-1
 VSM,ZR,0,0,0,0,nan,90,-1,-1
 VSM,KNN,0,0,-1,0,-1,100,-1,-1
 VSM,RF,-1,-1,0,-1,-1,-1,-1,-1
 VSM,SVM,0,0,Linear,-1,-1,100,-1,-1
 VSM,ZR,0,0,0,0,nan,100,-1,-1
 CWEN,KNN,0,0,euclidean,0,6.8,10,-1,10
 CWEN,RF,10,10,0,-1,7.1,10,-1,10
 CWEN,SVM,0,0,Linear,-1,7.1,10,0.5,10
 CWEN,ZR,0,0,0,0,7.1,10,-1,10
 CWEN,KNN,0,0,chebyshev,0,10.88888888888889,20,-1,8
 CWEN,RF,10,40,0,-1,10.666666666666666,20,-1,8
 CWEN,SVM,0,0,Linear,-1,11.11111111111111,20,0.5,6
 CWEN,ZR,0,0,0,0,7.0,20,-1,0
 CWEN,KNN,0,0,chebyshev,0,14.0,30,-1,9
 CWEN,RF,30,30,0,-1,13.666666666666666,30,-1,10
 CWEN,SVM,0,0,Linear,-1,13.666666666666666,30,0.5,2
 CWEN,ZR,0,0,0,0,8.333333333333334,30,-1,0
 CWEN,KNN,0,0,chebyshev,0,13.5,40,-1,12
 CWEN,RF,10,10,0,-1,11.5,40,-1,9
 CWEN,SVM,0,0,Linear,-1,9.75,40,0.5,9
 CWEN,ZR,0,0,0,0,11.5,40,-1,9
 CWEN,KNN,0,0,braycurtis,0,18.0,50,-1,29
 CWEN,RF,10,10,0,-1,15.333333333333334,50,-1,29
 CWEN,SVM,0,0,Linear,-1,14.333333333333334,50,0.5,29
 CWEN,ZR,0,0,0,0,13.0,50,-1,29
 CWEN,KNN,0,0,braycurtis,0,32.0,60,-1,29
 CWEN,RF,10,10,0,-1,20.0,60,-1,31
 CWEN,SVM,0,0,Linear,-1,16.5,60,0.5,29
 CWEN,ZR,0,0,0,0,16.5,60,-1,29
 CWEN,KNN,0,0,braycurtis,0,52.0,70,-1,64
 CWEN,RF,10,50,0,-1,42.5,70,-1,63
 CWEN,SVM,0,0,Linear,-1,39.0,70,0.5,67
 CWEN,ZR,0,0,0,0,38.5,70,-1,68
 CWEN,KNN,0,0,euclidean,0,58.0,80,-1,58
 CWEN,RF,20,40,0,-1,61.0,80,-1,61
 CWEN,SVM,0,0,Linear,-1,52.0,80,0.5,52
 CWEN,ZR,0,0,0,0,49.0,80,-1,49
 CWEN,KNN,0,0,euclidean,0,63.0,90,-1,63
 CWEN,RF,10,20,0,-1,85.0,90,-1,85
 CWEN,SVM,0,0,Linear,-1,87.0,90,0.5,87
 CWEN,ZR,0,0,0,0,87.0,90,-1,87
 CWEN,KNN,0,0,canberra,0,45.0,100,-1,45
 CWEN,RF,20,30,0,-1,76.0,100,-1,76
 CWEN,SVM,0,0,Linear,-1,87.0,100,0.5,87
 CWEN,ZR,0,0,0,0,97.0,100,-1,97
 AVNS,KNN,0,0,chebyshev,0,4.1,10,-1,7
 AVNS,RF,10,10,0,-1,3.7,10,-1,6
 AVNS,SVM,0,0,Linear,-1,3.0,10,0.5,5
 AVNS,ZR,0,0,0,0,3.2,10,-1,7
 AVNS,KNN,0,0,chebyshev,0,10.0,20,-1,20
 AVNS,RF,10,20,0,-1,10.5,20,-1,18
 AVNS,SVM,0,0,Linear,-1,11.5,20,0.5,20
 AVNS,ZR,0,0,0,0,6.0,20,-1,0
 AVNS,KNN,0,0,euclidean,0,15.285714285714286,30,-1,23
 AVNS,RF,10,10,0,-1,15.285714285714286,30,-1,20
 AVNS,SVM,0,0,Linear,-1,16.285714285714285,30,0.5,24
 AVNS,ZR,0,0,0,0,12.571428571428571,30,-1,26
 AVNS,KNN,0,0,braycurtis,0,20.4,40,-1,20
 AVNS,RF,10,50,0,-1,19.6,40,-1,21
 AVNS,SVM,0,0,Linear,-1,21.4,40,0.5,25
 AVNS,ZR,0,0,0,0,15.8,40,-1,24
 AVNS,KNN,0,0,canberra,0,26.75,50,-1,27
 AVNS,RF,10,40,0,-1,22.25,50,-1,27
 AVNS,SVM,0,0,Linear,-1,22.75,50,100,28
 AVNS,ZR,0,0,0,0,23.5,50,-1,37
 AVNS,KNN,0,0,euclidean,0,38.333333333333336,60,-1,49
 AVNS,RF,10,10,0,-1,28.333333333333332,60,-1,30
 AVNS,SVM,0,0,Linear,-1,12.666666666666666,60,0.5,13
 AVNS,ZR,0,0,0,0,26.333333333333332,60,-1,47
 AVNS,KNN,0,0,braycurtis,0,26.0,70,-1,34
 AVNS,RF,10,30,0,-1,32.5,70,-1,41
 AVNS,SVM,0,0,Linear,-1,37.5,70,0.5,39
 AVNS,ZR,0,0,0,0,33.0,70,-1,53
 AVNS,KNN,0,0,euclidean,0,40.5,80,-1,45
 AVNS,RF,20,10,0,-1,38.5,80,-1,41
 AVNS,SVM,0,0,Linear,-1,31.5,80,0.5,24
 AVNS,ZR,0,0,0,0,52.0,80,-1,67
 AVNS,KNN,0,0,euclidean,0,58.0,90,-1,58
 AVNS,RF,10,30,0,-1,51.0,90,-1,51
 AVNS,SVM,0,0,Linear,-1,70.0,90,0.5,70
 AVNS,ZR,0,0,0,0,73.0,90,-1,73
 AVNS,KNN,0,0,euclidean,0,59.0,100,-1,59
 AVNS,RF,10,20,0,-1,54.0,100,-1,54
 AVNS,SVM,0,0,Linear,-1,43.0,100,0.5,43
 AVNS,ZR,0,0,0,0,75.0,100,-1,75
 MN,KNN,0,0,braycurtis,0,5.0,10,-1,7
 MN,RF,10,10,0,-1,5.0,10,-1,8
 MN,SVM,0,0,Linear,-1,5.0,10,0.5,8
 MN,ZR,0,0,0,0,2.8,10,-1,0
 MN,KNN,0,0,euclidean,0,11.4,20,-1,8
 MN,RF,10,10,0,-1,11.0,20,-1,4
 MN,SVM,0,0,Linear,-1,11.6,20,0.5,4
 MN,ZR,0,0,0,0,9.8,20,-1,4
 MN,KNN,0,0,euclidean,0,14.3,30,-1,18
 MN,RF,10,10,0,-1,14.7,30,-1,23
 MN,SVM,0,0,Linear,-1,13.7,30,0.5,18
 MN,ZR,0,0,0,0,13.9,30,-1,14
 MN,KNN,0,0,euclidean,0,20.125,40,-1,21
 MN,RF,10,10,0,-1,18.5,40,-1,30
 MN,SVM,0,0,Linear,-1,17.75,40,0.5,29
 MN,ZR,0,0,0,0,13.5,40,-1,21
 MN,KNN,0,0,euclidean,0,23.333333333333332,50,-1,25
 MN,RF,40,40,0,-1,22.333333333333332,50,-1,20
 MN,SVM,0,0,Linear,-1,22.0,50,0.5,16
 MN,ZR,0,0,0,0,19.5,50,-1,21
 MN,KNN,0,0,euclidean,0,30.6,60,-1,33
 MN,RF,10,50,0,-1,34.4,60,-1,36
 MN,SVM,0,0,Linear,-1,29.6,60,0.5,31
 MN,ZR,0,0,0,0,27.6,60,-1,23
 MN,KNN,0,0,euclidean,0,32.5,70,-1,26
 MN,RF,20,30,0,-1,37.0,70,-1,39
 MN,SVM,0,0,Linear,-1,26.25,70,0.5,21
 MN,ZR,0,0,0,0,29.0,70,-1,23
 MN,KNN,0,0,canberra,0,38.75,80,-1,36
 MN,RF,10,20,0,-1,40.25,80,-1,39
 MN,SVM,0,0,Linear,-1,39.5,80,0.5,34
 MN,ZR,0,0,0,0,36.25,80,-1,32
 MN,KNN,0,0,euclidean,0,38.333333333333336,90,-1,40
 MN,RF,50,30,0,-1,49.666666666666664,90,-1,50
 MN,SVM,0,0,Linear,-1,46.333333333333336,90,0.5,39
 MN,ZR,0,0,0,0,38.333333333333336,90,-1,32
 MN,KNN,0,0,euclidean,0,45.666666666666664,100,-1,54
 MN,RF,10,40,0,-1,57.333333333333336,100,-1,65
 MN,SVM,0,0,Linear,-1,47.0,100,0.5,39
 MN,ZR,0,0,0,0,39.666666666666664,100,-1,25
 SMLP,KNN,0,0,euclidean,0,3.7,10,-1,5
 SMLP,RF,10,10,0,-1,4.7,10,-1,2
 SMLP,SVM,0,0,Linear,-1,4.6,10,0.5,2
 SMLP,ZR,0,0,0,0,2.6,10,-1,6
 SMLP,KNN,0,0,chebyshev,0,7.8,20,-1,5
 SMLP,RF,10,10,0,-1,8.2,20,-1,5
 SMLP,SVM,0,0,Linear,-1,8.6,20,0.5,4
 SMLP,ZR,0,0,0,0,5.5,20,-1,3
 SMLP,KNN,0,0,euclidean,0,15.7,30,-1,6
 SMLP,RF,10,50,0,-1,12.8,30,-1,7
 SMLP,SVM,0,0,Linear,-1,13.3,30,0.5,6
 SMLP,ZR,0,0,0,0,10.5,30,-1,7
 SMLP,KNN,0,0,euclidean,0,18.0,40,-1,12
 SMLP,RF,10,10,0,-1,18.0,40,-1,11
 SMLP,SVM,0,0,Linear,-1,20.857142857142858,40,0.5,12
 SMLP,ZR,0,0,0,0,14.714285714285714,40,-1,7
 SMLP,KNN,0,0,euclidean,0,26.5,50,-1,22
 SMLP,RF,10,40,0,-1,22.833333333333332,50,-1,16
 SMLP,SVM,0,0,Linear,-1,21.833333333333332,50,0.5,15
 SMLP,ZR,0,0,0,0,21.333333333333332,50,-1,24
 SMLP,KNN,0,0,chebyshev,0,25.0,60,-1,32
 SMLP,RF,10,30,0,-1,29.8,60,-1,42
 SMLP,SVM,0,0,Linear,-1,25.6,60,0.5,42
 SMLP,ZR,0,0,0,0,24.4,60,-1,39
 SMLP,KNN,0,0,chebyshev,0,34.0,70,-1,39
 SMLP,RF,10,20,0,-1,32.75,70,-1,44
 SMLP,SVM,0,0,Linear,-1,29.75,70,0.5,42
 SMLP,ZR,0,0,0,0,29.75,70,-1,41
 SMLP,KNN,0,0,chebyshev,0,29.333333333333332,80,-1,28
 SMLP,RF,10,10,0,-1,33.0,80,-1,39
 SMLP,SVM,0,0,Linear,-1,35.333333333333336,80,0.5,39
 SMLP,ZR,0,0,0,0,34.0,80,-1,39
 SMLP,KNN,0,0,euclidean,0,38.333333333333336,90,-1,38
 SMLP,RF,10,40,0,-1,37.333333333333336,90,-1,38
 SMLP,SVM,0,0,Linear,-1,36.666666666666664,90,0.5,35
 SMLP,ZR,0,0,0,0,39.333333333333336,90,-1,35
 SMLP,KNN,0,0,canberra,0,53.0,100,-1,59
 SMLP,RF,20,10,0,-1,46.0,100,-1,47
 SMLP,SVM,0,0,Linear,-1,43.5,100,5,42
 SMLP,ZR,0,0,0,0,44.0,100,-1,43
 AGRO,KNN,0,0,euclidean,0,3.9,10,-1,6
 AGRO,RF,10,10,0,-1,5.9,10,-1,6
 AGRO,SVM,0,0,Linear,-1,6.1,10,0.5,5
 AGRO,ZR,0,0,0,0,6.3,10,-1,4
 AGRO,KNN,0,0,chebyshev,0,8.9,20,-1,9
 AGRO,RF,10,20,0,-1,7.4,20,-1,8
 AGRO,SVM,0,0,Linear,-1,7.4,20,0.5,7
 AGRO,ZR,0,0,0,0,8.9,20,-1,8
 AGRO,KNN,0,0,canberra,0,15.7,30,-1,19
 AGRO,RF,10,10,0,-1,16.0,30,-1,18
 AGRO,SVM,0,0,Linear,-1,15.7,30,0.5,16
 AGRO,ZR,0,0,0,0,16.7,30,-1,22
 AGRO,KNN,0,0,canberra,0,21.333333333333332,40,-1,20
 AGRO,RF,10,10,0,-1,22.333333333333332,40,-1,21
 AGRO,SVM,0,0,Linear,-1,23.11111111111111,40,0.5,21
 AGRO,ZR,0,0,0,0,24.11111111111111,40,-1,21
 AGRO,KNN,0,0,euclidean,0,29.571428571428573,50,-1,38
 AGRO,RF,20,40,0,-1,28.714285714285715,50,-1,36
 AGRO,SVM,0,0,Linear,-1,29.714285714285715,50,0.5,34
 AGRO,ZR,0,0,0,0,29.571428571428573,50,-1,33
 AGRO,KNN,0,0,euclidean,0,31.333333333333332,60,-1,24
 AGRO,RF,10,10,0,-1,33.666666666666664,60,-1,30
 AGRO,SVM,0,0,Linear,-1,33.833333333333336,60,0.5,27
 AGRO,ZR,0,0,0,0,34.166666666666664,60,-1,19
 AGRO,KNN,0,0,euclidean,0,34.0,70,-1,26
 AGRO,RF,10,10,0,-1,33.6,70,-1,49
 AGRO,SVM,0,0,Linear,-1,35.6,70,0.5,52
 AGRO,ZR,0,0,0,0,36.6,70,-1,10
 AGRO,KNN,0,0,canberra,0,46.25,80,-1,47
 AGRO,RF,30,30,0,-1,40.5,80,-1,35
 AGRO,SVM,0,0,Linear,-1,42.0,80,0.5,36
 AGRO,ZR,0,0,0,0,42.25,80,-1,20
 AGRO,KNN,0,0,braycurtis,0,52.0,90,-1,47
 AGRO,RF,10,30,0,-1,49.75,90,-1,46
 AGRO,SVM,0,0,Linear,-1,49.75,90,0.5,42
 AGRO,ZR,0,0,0,0,53.25,90,-1,63
 AGRO,KNN,0,0,chebyshev,0,53.333333333333336,100,-1,52
 AGRO,RF,20,30,0,-1,54.333333333333336,100,-1,58
 AGRO,SVM,0,0,Linear,-1,52.0,100,0.5,47
 AGRO,ZR,0,0,0,0,56.333333333333336,100,-1,42
 INXN,KNN,0,0,euclidean,0,6.4,10,-1,2
 INXN,RF,10,10,0,-1,8.1,10,-1,9
 INXN,SVM,0,0,Linear,-1,8.3,10,0.5,9
 INXN,ZR,0,0,0,0,8.3,10,-1,9
 INXN,KNN,0,0,euclidean,0,8.9,20,-1,13
 INXN,RF,10,20,0,-1,9.6,20,-1,11
 INXN,SVM,0,0,Linear,-1,9.0,20,100,5
 INXN,ZR,0,0,0,0,9.1,20,-1,9
 INXN,KNN,0,0,euclidean,0,9.5,30,-1,22
 INXN,RF,10,10,0,-1,15.2,30,-1,24
 INXN,SVM,0,0,Linear,-1,14.6,30,0.5,20
 INXN,ZR,0,0,0,0,15.6,30,-1,27
 INXN,KNN,0,0,euclidean,0,20.11111111111111,40,-1,29
 INXN,RF,10,10,0,-1,22.22222222222222,40,-1,28
 INXN,SVM,0,0,Linear,-1,22.88888888888889,40,0.5,33
 INXN,ZR,0,0,0,0,23.22222222222222,40,-1,33
 INXN,KNN,0,0,euclidean,0,25.142857142857142,50,-1,34
 INXN,RF,10,30,0,-1,30.285714285714285,50,-1,44
 INXN,SVM,0,0,Linear,-1,31.285714285714285,50,0.5,48
 INXN,ZR,0,0,0,0,31.571428571428573,50,-1,48
 INXN,KNN,0,0,braycurtis,0,30.333333333333332,60,-1,42
 INXN,RF,50,30,0,-1,31.5,60,-1,48
 INXN,SVM,0,0,Linear,-1,38.333333333333336,60,0.5,57
 INXN,ZR,0,0,0,0,38.833333333333336,60,-1,60
 INXN,KNN,0,0,euclidean,0,41.4,70,-1,64
 INXN,RF,10,20,0,-1,47.8,70,-1,66
 INXN,SVM,0,0,Linear,-1,49.0,70,0.5,68
 INXN,ZR,0,0,0,0,50.6,70,-1,70
 INXN,KNN,0,0,braycurtis,0,48.25,80,-1,67
 INXN,RF,20,50,0,-1,55.25,80,-1,65
 INXN,SVM,0,0,Linear,-1,54.25,80,0.5,63
 INXN,ZR,0,0,0,0,61.0,80,-1,80
 INXN,KNN,0,0,chebyshev,0,49.75,90,-1,62
 INXN,RF,10,40,0,-1,57.25,90,-1,56
 INXN,SVM,0,0,Linear,-1,66.25,90,0.5,60
 INXN,ZR,0,0,0,0,75.5,90,-1,90
 INXN,KNN,0,0,chebyshev,0,63.666666666666664,100,-1,66
 INXN,RF,40,20,0,-1,76.66666666666667,100,-1,84
 INXN,SVM,0,0,Linear,-1,77.66666666666667,100,0.5,86
 INXN,ZR,0,0,0,0,82.33333333333333,100,-1,100
 AHC,KNN,0,0,euclidean,0,2.2,10,-1,3
 AHC,RF,10,40,0,-1,4.1,10,-1,7
 AHC,SVM,0,0,Linear,-1,3.7,10,0.5,5
 AHC,ZR,0,0,0,0,6.2,10,-1,8
 AHC,KNN,0,0,canberra,0,7.6,20,-1,5
 AHC,RF,10,10,0,-1,10.1,20,-1,5
 AHC,SVM,0,0,Linear,-1,10.0,20,0.5,5
 AHC,ZR,0,0,0,0,8.2,20,-1,5
