Stock,Algorithm,Estimators,Depth,Metric,No_of_features,Model_Score,Future_day,Our_test_score
 CAI,KNN,0,0,hamming,0,0.5448577680525164,40,28
 BQH,KNN,0,0,braycurtis,0,0.6925566343042071,40,27
 BMY,KNN,0,0,hamming,0,0.4492939666238768,50,28
 BSMX,KNN,0,0,hamming,0,0.5826086956521739,60,44
 CAPL,KNN,0,0,euclidean,0,0.6666666666666666,60,53
 BRC,KNN,0,0,manhattan,0,0.6480304955527318,40,25
 CAG,KNN,0,0,braycurtis,0,0.6086404066073697,40,32
 CAH,KNN,0,0,manhattan,0,0.6531130876747141,40,23
 CAI,KNN,0,0,euclidean,0,0.6414253897550112,50,36
 BSMX,KNN,0,0,hamming,0,0.514018691588785,70,42
 BQH,KNN,0,0,braycurtis,0,0.6786885245901639,50,38
 CAPL,KNN,0,0,chebyshev,0,0.6116504854368932,70,62
 BMY,KNN,0,0,braycurtis,0,0.6342412451361867,60,27
 BSMX,KNN,0,0,canberra,0,0.8787878787878788,80,52
 BRC,KNN,0,0,euclidean,0,0.6161745827984596,50,40
 CAPL,KNN,0,0,hamming,0,0.5473684210526316,80,49
 CAI,KNN,0,0,euclidean,0,0.6417233560090703,60,40
 CAG,KNN,0,0,hamming,0,0.47368421052631576,50,31
 CAH,KNN,0,0,hamming,0,0.4980744544287548,50,33
 BQH,KNN,0,0,manhattan,0,0.6528239202657807,60,36
 BMY,KNN,0,0,braycurtis,0,0.7011795543905636,70,42
 BSMX,KNN,0,0,manhattan,0,0.8351648351648352,90,59
 CAPL,KNN,0,0,hamming,0,0.45977011494252873,90,58
 CAI,KNN,0,0,braycurtis,0,0.648960739030023,70,41
 BRC,KNN,0,0,canberra,0,0.6926070038910506,60,38
 CAG,KNN,0,0,euclidean,0,0.6095979247730221,60,47
 BQH,KNN,0,0,euclidean,0,0.632996632996633,70,46
 CAH,KNN,0,0,euclidean,0,0.6342412451361867,60,38
 BSMX,KNN,0,0,canberra,0,0.8433734939759037,100,58
 CAPL,KNN,0,0,euclidean,0,0.759493670886076,100,66
 BMY,KNN,0,0,euclidean,0,0.6516556291390728,80,61
 CAI,KNN,0,0,braycurtis,0,0.6235294117647059,80,49
 BQH,KNN,0,0,manhattan,0,0.7013651877133106,80,34
 BRC,KNN,0,0,hamming,0,0.5045871559633027,70,42
 CAG,KNN,0,0,braycurtis,0,0.6749672346002621,70,52
 CAH,KNN,0,0,canberra,0,0.7064220183486238,70,46
 CAI,KNN,0,0,euclidean,0,0.6187050359712231,90,53
 BMY,KNN,0,0,euclidean,0,0.6291834002677377,90,85
 BQH,KNN,0,0,canberra,0,0.7301038062283737,90,33
 CAG,KNN,0,0,canberra,0,0.7536423841059603,80,53
 BRC,KNN,0,0,hamming,0,0.5245033112582781,80,50
 CAH,KNN,0,0,braycurtis,0,0.6913907284768211,80,49
 CAI,KNN,0,0,manhattan,0,0.6552567237163814,100,58
 BMY,KNN,0,0,manhattan,0,0.6914749661705006,100,62
 BQH,KNN,0,0,chebyshev,0,0.6421052631578947,100,34
 CAG,KNN,0,0,braycurtis,0,0.7014725568942436,90,48
 BRC,KNN,0,0,canberra,0,0.6974564926372155,90,51
 CAH,KNN,0,0,manhattan,0,0.6867469879518072,90,56
 CBPX,KNN,0,0,canberra,0,0.6896551724137931,10,6
 CBB,KNN,0,0,euclidean,0,0.45869297163995065,10,7
 CAG,KNN,0,0,hamming,0,0.523680649526387,100,74
 BRC,KNN,0,0,euclidean,0,0.625169147496617,100,60
 CAH,KNN,0,0,braycurtis,0,0.7009472259810555,100,59
 CBPX,KNN,0,0,braycurtis,0,0.6962025316455697,20,16
 CHAP,KNN,0,0,error,0,-1,10,-1
 CHAP,KNN,0,0,error,0,-1,20,-1
 CHAP,KNN,0,0,error,0,-1,30,-1
 CHAP,KNN,0,0,error,0,-1,40,-1
 CHAP,KNN,0,0,error,0,-1,50,-1
 CBB,KNN,0,0,canberra,0,0.6027397260273972,20,15
 CHAP,KNN,0,0,error,0,-1,60,-1
 CHAP,KNN,0,0,error,0,-1,70,-1
 CHAP,KNN,0,0,error,0,-1,80,-1
 CHAP,KNN,0,0,error,0,-1,90,-1
 CBPX,KNN,0,0,euclidean,0,0.6901408450704225,30,27
 CHAP,KNN,0,0,error,0,-1,100,-1
 CBS,KNN,0,0,manhattan,0,0.6004016064257028,10,6
 CBRE,KNN,0,0,hamming,0,0.4467713787085515,10,10
 CCL,KNN,0,0,euclidean,0,0.5844636251541308,10,8
 CEQP,KNN,0,0,braycurtis,0,0.6046176046176046,10,6
 CBPX,KNN,0,0,euclidean,0,0.7777777777777778,40,20
 CHK,KNN,0,0,canberra,0,0.5240443896424167,10,7
 CBB,KNN,0,0,hamming,0,0.5534591194968553,30,21
 CBS,KNN,0,0,euclidean,0,0.5183673469387755,20,17
 CBRE,KNN,0,0,euclidean,0,0.5575221238938053,20,18
 CBPX,KNN,0,0,canberra,0,0.8909090909090909,50,26
 CEQP,KNN,0,0,manhattan,0,0.5956204379562043,20,9
 CCL,KNN,0,0,euclidean,0,0.5354919053549191,20,18
 CHK,KNN,0,0,hamming,0,0.5242839352428393,20,14
 CBPX,KNN,0,0,canberra,0,0.9574468085106383,60,16
 CBB,KNN,0,0,manhattan,0,0.6188055908513341,40,32
 CBS,KNN,0,0,euclidean,0,0.6182572614107884,30,21
 CBRE,KNN,0,0,hamming,0,0.44344703770197486,30,24
 CEQP,KNN,0,0,manhattan,0,0.6676514032496307,30,11
 CBPX,KNN,0,0,canberra,0,0.9743589743589743,70,17
 CCL,KNN,0,0,euclidean,0,0.5610062893081761,30,13
 CHK,KNN,0,0,hamming,0,0.4918238993710692,30,18
 CBS,KNN,0,0,euclidean,0,0.6223628691983122,40,30
 CBRE,KNN,0,0,braycurtis,0,0.6429872495446266,40,13
 CBB,KNN,0,0,hamming,0,0.46983311938382544,50,35
 CBPX,KNN,0,0,braycurtis,0,0.967741935483871,80,61
 CEQP,KNN,0,0,euclidean,0,0.6337817638266069,40,28
 CCL,KNN,0,0,euclidean,0,0.6099110546378653,40,37
 CBPX,KNN,0,0,euclidean,0,0.9130434782608695,90,81
 CBS,KNN,0,0,hamming,0,0.5429184549356223,50,30
 CBRE,KNN,0,0,euclidean,0,0.5859519408502772,50,30
 CHK,KNN,0,0,canberra,0,0.6340533672172808,40,27
 CBB,KNN,0,0,canberra,0,0.5927367055771725,60,37
 CBPX,KNN,0,0,euclidean,0,0.7333333333333333,100,94
 CEQP,KNN,0,0,hamming,0,0.5007564296520424,50,35
 CBS,KNN,0,0,euclidean,0,0.6222707423580786,60,47
 CCL,KNN,0,0,hamming,0,0.4878048780487805,50,30
 CBRE,KNN,0,0,euclidean,0,0.6022514071294559,60,37
 CHK,KNN,0,0,euclidean,0,0.5917843388960206,50,31
 CBB,KNN,0,0,euclidean,0,0.5910878112712975,70,47
 CEQP,KNN,0,0,euclidean,0,0.6278713629402757,60,40
 CBS,KNN,0,0,canberra,0,0.6577777777777778,70,44
 CBRE,KNN,0,0,euclidean,0,0.5733333333333334,70,51
 CCL,KNN,0,0,canberra,0,0.6316472114137484,60,42
 CHK,KNN,0,0,euclidean,0,0.5875486381322957,60,45
 CBB,KNN,0,0,euclidean,0,0.5642384105960265,80,56
 CBS,KNN,0,0,euclidean,0,0.667420814479638,80,50
 CEQP,KNN,0,0,euclidean,0,0.689922480620155,70,53
 CBRE,KNN,0,0,euclidean,0,0.6286266924564797,80,75
 CCL,KNN,0,0,canberra,0,0.6553079947575361,70,47
 CHK,KNN,0,0,braycurtis,0,0.6304062909567497,70,39
 CBS,KNN,0,0,euclidean,0,0.6543778801843319,90,66
 CBB,KNN,0,0,euclidean,0,0.5850066934404283,90,58
 CEQP,KNN,0,0,braycurtis,0,0.7032967032967034,80,51
 CBRE,KNN,0,0,canberra,0,0.6601178781925344,90,60
 CCL,KNN,0,0,braycurtis,0,0.6596026490066225,80,61
 CBS,KNN,0,0,euclidean,0,0.6971830985915493,100,64
 CHK,KNN,0,0,canberra,0,0.6569536423841059,80,45
 CBB,KNN,0,0,canberra,0,0.6332882273342354,100,72
 CEQP,KNN,0,0,hamming,0,0.5627980922098569,90,65
 CBRE,KNN,0,0,canberra,0,0.6447105788423154,100,69
 CCL,KNN,0,0,hamming,0,0.5180722891566265,90,52
 CHK,KNN,0,0,canberra,0,0.6385542168674698,90,53
 CHKR,KNN,0,0,euclidean,0,0.5126903553299492,10,0
 CEQP,KNN,0,0,canberra,0,0.7536231884057971,100,56
 CLDT,KNN,0,0,canberra,0,0.7060931899641577,10,7
 CII,KNN,0,0,euclidean,0,0.8170731707317073,10,10
 CIR,KNN,0,0,euclidean,0,0.5024875621890548,10,6
 CHKR,KNN,0,0,hamming,0,0.6031746031746031,20,12
 CCL,KNN,0,0,euclidean,0,0.6224627875507442,100,87
 CLDT,KNN,0,0,manhattan,0,0.5756457564575646,20,11
 CHK,KNN,0,0,hamming,0,0.5480378890392422,100,68
 CII,KNN,0,0,euclidean,0,0.6890459363957597,20,17
 CHKR,KNN,0,0,braycurtis,0,0.6132596685082873,30,22
 CIR,KNN,0,0,euclidean,0,0.5276381909547738,20,16
 CLDT,KNN,0,0,manhattan,0,0.6539923954372624,30,12
 CNHI,KNN,0,0,manhattan,0,0.6346153846153846,10,5
 CHKR,KNN,0,0,euclidean,0,0.6416184971098265,40,27
 CII,KNN,0,0,hamming,0,0.478494623655914,30,21
 CMO,KNN,0,0,hamming,0,0.45006165228113443,10,8
 CMD,KNN,0,0,canberra,0,0.5333333333333333,10,9
 CNQ,KNN,0,0,euclidean,0,0.5287206266318538,10,10
 CNHI,KNN,0,0,euclidean,0,0.6041666666666666,20,20
 CLDT,KNN,0,0,hamming,0,0.4392156862745098,40,23
 CIR,KNN,0,0,canberra,0,0.6104060913705583,30,18
 CHKR,KNN,0,0,hamming,0,0.6484848484848484,50,34
 CII,KNN,0,0,braycurtis,0,0.6381818181818182,40,31
 CNHI,KNN,0,0,hamming,0,0.4431818181818182,30,19
 CLDT,KNN,0,0,manhattan,0,0.7449392712550608,50,31
 CMO,KNN,0,0,braycurtis,0,0.6625155666251556,20,14
 CMD,KNN,0,0,euclidean,0,0.5486284289276808,20,20
 CHKR,KNN,0,0,euclidean,0,0.7070063694267515,60,46
 CNQ,KNN,0,0,euclidean,0,0.5963060686015831,20,10
 CNHI,KNN,0,0,manhattan,0,0.7875,40,25
 CIR,KNN,0,0,braycurtis,0,0.6307692307692307,40,28
 CII,KNN,0,0,braycurtis,0,0.5996309963099631,50,38
 CLDT,KNN,0,0,hamming,0,0.4895397489539749,60,41
 CHKR,KNN,0,0,hamming,0,0.6375838926174496,70,46
 CNHI,KNN,0,0,manhattan,0,0.8472222222222222,50,38
 CMO,KNN,0,0,manhattan,0,0.640251572327044,30,13
 CMD,KNN,0,0,euclidean,0,0.6498740554156172,30,21
 CNQ,KNN,0,0,hamming,0,0.5266666666666666,30,21
 CLDT,KNN,0,0,euclidean,0,0.658008658008658,70,60
 CII,KNN,0,0,hamming,0,0.43258426966292135,60,31
 CHKR,KNN,0,0,euclidean,0,0.6453900709219859,80,54
 CIR,KNN,0,0,hamming,0,0.522020725388601,50,31
 CNHI,KNN,0,0,braycurtis,0,0.84375,60,30
 CLDT,KNN,0,0,hamming,0,0.484304932735426,80,49
 CHKR,KNN,0,0,euclidean,0,0.6090225563909775,90,70
 CMO,KNN,0,0,euclidean,0,0.6302414231257941,40,35
 CMD,KNN,0,0,euclidean,0,0.6348600508905853,40,25
 CNHI,KNN,0,0,braycurtis,0,0.7857142857142857,70,43
 CNQ,KNN,0,0,hamming,0,0.5296495956873315,40,31
 CII,KNN,0,0,euclidean,0,0.6254752851711026,70,67
 CIR,KNN,0,0,hamming,0,0.5130890052356021,60,36
 CLDT,KNN,0,0,euclidean,0,0.6930232558139535,90,59
 CHKR,KNN,0,0,hamming,0,0.648,100,73
 CNHI,KNN,0,0,braycurtis,0,0.8333333333333334,80,58
 CII,KNN,0,0,hamming,0,0.5212355212355212,80,48
 CMO,KNN,0,0,manhattan,0,0.6546854942233633,50,41
 CNQ,KNN,0,0,manhattan,0,0.6253405994550408,50,30
 CMD,KNN,0,0,manhattan,0,0.6272493573264781,50,38
 CLDT,KNN,0,0,manhattan,0,0.7391304347826086,100,86
 CNHI,KNN,0,0,canberra,0,0.85,90,50
 CIR,KNN,0,0,manhattan,0,0.6283068783068783,70,40
 CNHI,KNN,0,0,manhattan,0,0.90625,100,64
 CII,KNN,0,0,canberra,0,0.7549019607843137,90,65
 CNX,KNN,0,0,euclidean,0,0.5018495684340321,10,6
 CNQ,KNN,0,0,braycurtis,0,0.6157024793388429,60,37
 CMO,KNN,0,0,hamming,0,0.4876783398184176,60,38
 CMD,KNN,0,0,braycurtis,0,0.6584415584415585,60,29
 CIR,KNN,0,0,manhattan,0,0.6149732620320856,80,59
 CII,KNN,0,0,braycurtis,0,0.7549800796812749,100,94
 CNQ,KNN,0,0,canberra,0,0.6462395543175488,70,30
 CNX,KNN,0,0,hamming,0,0.48692403486924035,20,13
 CMO,KNN,0,0,hamming,0,0.4744429882044561,70,47
 CMD,KNN,0,0,hamming,0,0.5393700787401575,70,39
 CIR,KNN,0,0,canberra,0,0.6648648648648648,90,62
 CO,KNN,0,0,canberra,0,0.5902578796561605,10,6
 CNQ,KNN,0,0,braycurtis,0,0.6422535211267606,80,50
 CMO,KNN,0,0,hamming,0,0.495364238410596,80,41
 CNX,KNN,0,0,euclidean,0,0.6075471698113207,30,25
 CMD,KNN,0,0,hamming,0,0.5013262599469496,80,33
 CIR,KNN,0,0,hamming,0,0.5163934426229508,100,56
 CO,KNN,0,0,hamming,0,0.40762463343108507,20,12
 CNQ,KNN,0,0,euclidean,0,0.6111111111111112,90,61
 CMO,KNN,0,0,euclidean,0,0.6372155287817939,90,62
 CNX,KNN,0,0,euclidean,0,0.6099110546378653,40,23
 CMD,KNN,0,0,euclidean,0,0.6528150134048257,90,62
 CO,KNN,0,0,hamming,0,0.38738738738738737,30,25
 CORR,KNN,0,0,euclidean,0,0.6415525114155252,10,4
 COF,KNN,0,0,euclidean,0,0.5635018495684341,10,7
 CNQ,KNN,0,0,canberra,0,0.6714697406340058,100,64
 CO,KNN,0,0,braycurtis,0,0.6676923076923077,40,34
 CMO,KNN,0,0,hamming,0,0.510148849797023,100,65
 CNX,KNN,0,0,euclidean,0,0.6187419768934531,50,34
 CMD,KNN,0,0,euclidean,0,0.6287262872628726,100,48
 CORR,KNN,0,0,euclidean,0,0.5232558139534884,20,20
 COF,KNN,0,0,canberra,0,0.5354919053549191,20,9
 CO,KNN,0,0,manhattan,0,0.6719242902208202,50,37
 CORR,KNN,0,0,canberra,0,0.6658767772511849,30,20
 CPAC,KNN,0,0,hamming,0,0.5321637426900585,10,5
 CNX,KNN,0,0,hamming,0,0.496757457846952,60,46
 CO,KNN,0,0,hamming,0,0.511326860841424,60,32
 CR,KNN,0,0,canberra,0,0.6004932182490752,10,6
 CPF,KNN,0,0,euclidean,0,0.5956907477820025,10,7
 CRH,KNN,0,0,hamming,0,0.44882860665844637,10,6
 CPAC,KNN,0,0,euclidean,0,0.4539877300613497,20,12
 COF,KNN,0,0,euclidean,0,0.5710691823899371,30,23
 CORR,KNN,0,0,canberra,0,0.7004830917874396,40,26
 CNX,KNN,0,0,euclidean,0,0.5871559633027523,70,57
 CO,KNN,0,0,euclidean,0,0.6511627906976745,70,41
 CPAC,KNN,0,0,braycurtis,0,0.6258064516129033,30,14
 CPF,KNN,0,0,hamming,0,0.38412291933418696,20,13
 CORR,KNN,0,0,canberra,0,0.6995073891625616,50,36
 CR,KNN,0,0,braycurtis,0,0.5703611457036114,20,12
 CRH,KNN,0,0,euclidean,0,0.5130759651307597,20,16
 COF,KNN,0,0,braycurtis,0,0.6213468869123253,40,33
 CPAC,KNN,0,0,braycurtis,0,0.6802721088435374,40,20
 CO,KNN,0,0,euclidean,0,0.5870307167235495,80,55
 CNX,KNN,0,0,euclidean,0,0.5960264900662252,80,67
 CORR,KNN,0,0,euclidean,0,0.6080402010050251,60,37
 CPF,KNN,0,0,hamming,0,0.4372574385510996,30,12
 CPAC,KNN,0,0,euclidean,0,0.5899280575539568,50,31
 CRH,KNN,0,0,euclidean,0,0.5723270440251572,30,13
 CR,KNN,0,0,hamming,0,0.46037735849056605,30,17
 CO,KNN,0,0,euclidean,0,0.5894736842105263,90,51
 COF,KNN,0,0,euclidean,0,0.5969191270860077,50,27
 CORR,KNN,0,0,euclidean,0,0.6358974358974359,70,46
 CNX,KNN,0,0,canberra,0,0.6492637215528781,90,52
 CPAC,KNN,0,0,hamming,0,0.549618320610687,60,36
 CO,KNN,0,0,canberra,0,0.7292418772563177,100,61
 CPF,KNN,0,0,canberra,0,0.6588235294117647,40,25
 CRH,KNN,0,0,euclidean,0,0.6175349428208387,40,40
 CR,KNN,0,0,euclidean,0,0.6111817026683609,40,18
 CPAC,KNN,0,0,manhattan,0,0.7317073170731707,70,23
 CORR,KNN,0,0,hamming,0,0.5837696335078534,80,61
 COF,KNN,0,0,euclidean,0,0.6095979247730221,60,52
 CNX,KNN,0,0,canberra,0,0.6062246278755075,100,62
 CPAC,KNN,0,0,hamming,0,0.6086956521739131,80,39
 CTBB,KNN,0,0,error,0,-1,10,-1
 CPF,KNN,0,0,hamming,0,0.4900924702774108,50,33
 CTBB,KNN,0,0,error,0,-1,20,-1
 CTBB,KNN,0,0,error,0,-1,30,-1
 CTBB,KNN,0,0,error,0,-1,40,-1
 CORR,KNN,0,0,canberra,0,0.7352941176470589,90,47
 CTBB,KNN,0,0,error,0,-1,50,-1
 CRH,KNN,0,0,hamming,0,0.5250320924261874,50,42
 CR,KNN,0,0,euclidean,0,0.6444159178433889,50,33
 CTBB,KNN,0,0,error,0,-1,60,-1
 CTBB,KNN,0,0,error,0,-1,70,-1
 CTBB,KNN,0,0,error,0,-1,80,-1
 CTBB,KNN,0,0,error,0,-1,90,-1
 CTBB,KNN,0,0,error,0,-1,100,-1
 COF,KNN,0,0,euclidean,0,0.6435124508519003,70,65
 CPAC,KNN,0,0,manhattan,0,0.6355140186915887,90,50
 CORR,KNN,0,0,euclidean,0,0.6557377049180327,100,66
 CRK,KNN,0,0,euclidean,0,0.48581997533908755,10,7
 CPF,KNN,0,0,euclidean,0,0.5794392523364486,60,49
 CRH,KNN,0,0,euclidean,0,0.6121919584954605,60,41
 CR,KNN,0,0,euclidean,0,0.648508430609598,60,49
 CPAC,KNN,0,0,hamming,0,0.6565656565656566,100,65
 COF,KNN,0,0,euclidean,0,0.6079470198675496,80,48
 CPF,KNN,0,0,euclidean,0,0.5951417004048583,70,57
 CRK,KNN,0,0,braycurtis,0,0.6027397260273972,20,13
 CRH,KNN,0,0,canberra,0,0.6657929226736566,70,45
 CR,KNN,0,0,canberra,0,0.6893840104849279,70,37
 COF,KNN,0,0,euclidean,0,0.6385542168674698,90,57
 CPF,KNN,0,0,hamming,0,0.5020463847203275,80,50
 CRK,KNN,0,0,euclidean,0,0.5987421383647799,30,29
 CRH,KNN,0,0,braycurtis,0,0.6410596026490066,80,69
 CR,KNN,0,0,canberra,0,0.7125827814569536,80,62
 COF,KNN,0,0,hamming,0,0.5385656292286874,100,57
 CPF,KNN,0,0,hamming,0,0.5131034482758621,90,52
 CRK,KNN,0,0,canberra,0,0.6340533672172808,40,23
 CRH,KNN,0,0,braycurtis,0,0.6385542168674698,90,52
 CR,KNN,0,0,hamming,0,0.5341365461847389,90,54
 CUZ,KNN,0,0,braycurtis,0,0.6461159062885327,10,6
 CTS,KNN,0,0,hamming,0,0.34895191122071517,10,4
 CPF,KNN,0,0,manhattan,0,0.6415620641562064,100,65
 CRK,KNN,0,0,canberra,0,0.6187419768934531,50,26
 CRH,KNN,0,0,hamming,0,0.5629228687415426,100,61
 CR,KNN,0,0,canberra,0,0.713125845737483,100,40
 CVEO,KNN,0,0,canberra,0,0.589041095890411,10,9
 CUZ,KNN,0,0,euclidean,0,0.5466998754669987,20,12
 CTS,KNN,0,0,canberra,0,0.5828144458281445,20,5
 CRK,KNN,0,0,euclidean,0,0.6070038910505836,60,39
 CWEN,KNN,0,0,euclidean,0,0.5909090909090909,10,4
 CZZ,KNN,0,0,hamming,0,0.4292682926829268,10,8
 CVEO,KNN,0,0,manhattan,0,0.8,20,13
 CWEN,KNN,0,0,euclidean,0,0.42857142857142855,20,20
 CUZ,KNN,0,0,hamming,0,0.44528301886792454,30,12
 CTS,KNN,0,0,euclidean,0,0.5534591194968553,30,23
 CRK,KNN,0,0,hamming,0,0.5163826998689384,70,42
 CVEO,KNN,0,0,hamming,0,0.5087719298245614,30,19
 CZZ,KNN,0,0,euclidean,0,0.5970149253731343,20,16
 CWEN,KNN,0,0,euclidean,0,0.6666666666666666,30,15
 CWEN,KNN,0,0,error,0,-1,40,-1
 CWEN,KNN,0,0,error,0,-1,50,-1
 CWEN,KNN,0,0,error,0,-1,60,-1
 CWEN,KNN,0,0,error,0,-1,70,-1
 CWEN,KNN,0,0,error,0,-1,80,-1
 CWEN,KNN,0,0,error,0,-1,90,-1
 CVEO,KNN,0,0,manhattan,0,0.8163265306122449,40,24
 CWEN,KNN,0,0,error,0,-1,100,-1
 CUZ,KNN,0,0,euclidean,0,0.6124523506988564,40,26
 CZZ,KNN,0,0,euclidean,0,0.5989847715736041,30,23
 CTS,KNN,0,0,manhattan,0,0.6073697585768743,40,28
 CRK,KNN,0,0,hamming,0,0.5086092715231788,80,43
 CVEO,KNN,0,0,manhattan,0,0.7804878048780488,50,29
 CZZ,KNN,0,0,manhattan,0,0.6917098445595855,40,30
 CVEO,KNN,0,0,euclidean,0,0.696969696969697,60,54
 CUZ,KNN,0,0,euclidean,0,0.6418485237483954,50,31
 CTS,KNN,0,0,hamming,0,0.4993581514762516,50,36
 CRK,KNN,0,0,hamming,0,0.49531459170013387,90,59
 CZZ,KNN,0,0,chebyshev,0,0.5767195767195767,50,46
 CVEO,KNN,0,0,euclidean,0,0.6,70,43
 CUZ,KNN,0,0,euclidean,0,0.5966277561608301,60,59
 CTS,KNN,0,0,euclidean,0,0.5914396887159533,60,39
 CRK,KNN,0,0,hamming,0,0.4884979702300406,100,60
 CVEO,KNN,0,0,hamming,0,0.6470588235294118,80,46
 CZZ,KNN,0,0,braycurtis,0,0.6648648648648648,60,44
 DAVA,KNN,0,0,error,0,-1,10,-1
 DAVA,KNN,0,0,error,0,-1,20,-1
 DAVA,KNN,0,0,error,0,-1,30,-1
 DAVA,KNN,0,0,error,0,-1,40,-1
 DAVA,KNN,0,0,error,0,-1,50,-1
 DAVA,KNN,0,0,error,0,-1,60,-1
 DAVA,KNN,0,0,error,0,-1,70,-1
 DAVA,KNN,0,0,error,0,-1,80,-1
 DAVA,KNN,0,0,error,0,-1,90,-1
 DAVA,KNN,0,0,error,0,-1,100,-1
 CVEO,KNN,0,0,hamming,0,0.3333333333333333,90,50
 CVEO,KNN,0,0,error,0,-1,100,-1
 CUZ,KNN,0,0,hamming,0,0.49934469200524245,70,58
 CTS,KNN,0,0,euclidean,0,0.598951507208388,70,51
 CZZ,KNN,0,0,hamming,0,0.4613259668508287,70,41
 DBD,KNN,0,0,euclidean,0,0.5672009864364982,10,6
 CZZ,KNN,0,0,euclidean,0,0.6299435028248588,80,47
 CUZ,KNN,0,0,hamming,0,0.48874172185430464,80,59
 CTS,KNN,0,0,euclidean,0,0.609271523178808,80,48
 DBD,KNN,0,0,euclidean,0,0.5367372353673724,20,14
 CZZ,KNN,0,0,hamming,0,0.5115606936416185,90,45
 CUZ,KNN,0,0,euclidean,0,0.6224899598393574,90,60
 CTS,KNN,0,0,canberra,0,0.6211512717536813,90,68
 DBD,KNN,0,0,hamming,0,0.4968553459119497,30,19
 CZZ,KNN,0,0,euclidean,0,0.5769230769230769,100,78
 CUZ,KNN,0,0,manhattan,0,0.6400541271989174,100,69
 CTS,KNN,0,0,euclidean,0,0.6008119079837618,100,99
 DESP,KNN,0,0,error,0,-1,10,-1
 DBD,KNN,0,0,euclidean,0,0.565438373570521,40,32
 DESP,KNN,0,0,error,0,-1,20,-1
 DESP,KNN,0,0,error,0,-1,30,-1
 DESP,KNN,0,0,error,0,-1,40,-1
 DESP,KNN,0,0,error,0,-1,50,-1
 DESP,KNN,0,0,error,0,-1,60,-1
 DESP,KNN,0,0,error,0,-1,70,-1
 DESP,KNN,0,0,error,0,-1,80,-1
 DESP,KNN,0,0,error,0,-1,90,-1
 DESP,KNN,0,0,error,0,-1,100,-1
 DCF,KNN,0,0,euclidean,0,0.6666666666666666,10,10
 DFS,KNN,0,0,euclidean,0,0.6516587677725119,10,6
 DHX,KNN,0,0,euclidean,0,0.5216346153846154,10,6
 DK,KNN,0,0,braycurtis,0,0.5010482180293501,10,6
 DKS,KNN,0,0,euclidean,0,0.5030487804878049,10,9
 DNI,KNN,0,0,hamming,0,0.7703703703703704,10,8
 DBD,KNN,0,0,euclidean,0,0.6264441591784339,50,34
 DCF,KNN,0,0,euclidean,0,0.6678200692041523,20,20
 DFS,KNN,0,0,euclidean,0,0.5483091787439613,20,17
 DHX,KNN,0,0,euclidean,0,0.5073529411764706,20,12
 DK,KNN,0,0,manhattan,0,0.6076759061833689,20,16
 DKS,KNN,0,0,canberra,0,0.5740740740740741,20,11
 DNI,KNN,0,0,manhattan,0,0.7256857855361596,20,18
 DBD,KNN,0,0,canberra,0,0.62905317769131,60,44
 DCF,KNN,0,0,euclidean,0,0.6868327402135231,30,20
 DFS,KNN,0,0,euclidean,0,0.6083743842364532,30,23
 DHX,KNN,0,0,euclidean,0,0.56,30,25
 DK,KNN,0,0,euclidean,0,0.5770065075921909,30,18
 DKS,KNN,0,0,hamming,0,0.4640625,30,23
 DCF,KNN,0,0,manhattan,0,0.7252747252747253,40,22
 DNI,KNN,0,0,euclidean,0,0.6397984886649875,30,14
 DBD,KNN,0,0,braycurtis,0,0.6461336828309305,70,43
 DFS,KNN,0,0,euclidean,0,0.6331658291457286,40,38
 DHX,KNN,0,0,euclidean,0,0.6071428571428571,40,22
 DK,KNN,0,0,euclidean,0,0.6225165562913907,40,29
 DKS,KNN,0,0,manhattan,0,0.6313291139240507,40,28
 DCF,KNN,0,0,euclidean,0,0.6339622641509434,50,36
 DFS,KNN,0,0,manhattan,0,0.6564102564102564,50,34
 DHX,KNN,0,0,euclidean,0,0.609375,50,29
 DK,KNN,0,0,euclidean,0,0.6134831460674157,50,33
 DBD,KNN,0,0,canberra,0,0.6264900662251656,80,53
 DNI,KNN,0,0,chebyshev,0,0.6310432569974554,40,21
 DKS,KNN,0,0,manhattan,0,0.6233974358974359,50,35
 DCF,KNN,0,0,euclidean,0,0.5836575875486382,60,54
 DFS,KNN,0,0,hamming,0,0.4712041884816754,60,40
 DHX,KNN,0,0,euclidean,0,0.5664893617021277,60,49
 DK,KNN,0,0,hamming,0,0.4668192219679634,60,34
 DBD,KNN,0,0,euclidean,0,0.5983935742971888,90,55
 DNI,KNN,0,0,hamming,0,0.4241645244215938,50,31
 DCF,KNN,0,0,euclidean,0,0.5903614457831325,70,63
 DKS,KNN,0,0,hamming,0,0.547077922077922,60,39
 DFS,KNN,0,0,braycurtis,0,0.6898395721925134,70,56
 DHX,KNN,0,0,euclidean,0,0.5760869565217391,70,45
 DK,KNN,0,0,euclidean,0,0.5990675990675991,70,50
 DCF,KNN,0,0,braycurtis,0,0.6804979253112033,80,42
 DBD,KNN,0,0,hamming,0,0.523680649526387,100,59
 DNI,KNN,0,0,hamming,0,0.45064935064935063,60,23
 DFS,KNN,0,0,canberra,0,0.7131147540983607,80,51
 DKS,KNN,0,0,hamming,0,0.5115131578947368,70,48
 DHX,KNN,0,0,euclidean,0,0.6222222222222222,80,47
 DK,KNN,0,0,hamming,0,0.5486935866983373,80,47
