Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,Our_test_score
 LPL,RF,30,10,0,10,0.7968299711815562,50,-1,27
 LPL,RF,10,10,0,28,0.7755102040816326,60,-1,26
 LPL,RF,20,20,0,20,0.831858407079646,70,-1,53
 LPL,RF,10,10,0,10,0.8014925373134328,80,-1,48
 LPL,RF,10,50,0,10,0.8096676737160121,90,-1,74
 LPL,RF,10,30,0,25,0.827217125382263,100,-1,91
 GPJA,RF,10,10,0,10,1.0,10,-1,10
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 GPJA,RF,-1,-1,0,-1,-1,-1,-1,-1
 NPN,RF,10,10,0,10,0.9691358024691358,10,-1,8
 NPN,RF,40,20,0,10,0.9351464435146444,20,-1,13
 NPN,RF,10,30,0,10,0.9,30,-1,26
 NPN,RF,20,30,0,10,0.8961038961038961,40,-1,28
 NPN,RF,10,30,0,10,0.8678414096916299,50,-1,50
 NPN,RF,40,40,0,25,0.8923766816143498,60,-1,54
 NPN,RF,10,10,0,25,0.8447488584474886,70,-1,35
 NPN,RF,10,30,0,25,0.872093023255814,80,-1,10
 NPN,RF,10,10,0,10,0.8649289099526066,90,-1,21
 NPN,RF,10,30,0,10,0.8961352657004831,100,-1,39
 JTD,RF,10,10,0,10,0.8850174216027874,10,-1,10
 JTD,RF,10,10,0,10,0.8674911660777385,20,-1,10
 JTD,RF,20,10,0,10,0.8476702508960573,30,-1,23
 JTD,RF,30,50,0,10,0.8563636363636363,40,-1,33
 JTD,RF,20,20,0,25,0.8819188191881919,50,-1,37
 JTD,RF,20,30,0,10,0.9026217228464419,60,-1,43
 JTD,RF,10,30,0,28,0.8992395437262357,70,-1,44
 JTD,RF,10,10,0,10,0.8455598455598455,80,-1,39
 JTD,RF,10,40,0,10,0.9117647058823529,90,-1,78
 JTD,RF,50,50,0,15,0.9322709163346613,100,-1,81
 LAZ,RF,10,10,0,28,0.6836734693877551,10,-1,7
 LAZ,RF,20,10,0,25,0.7566371681415929,20,-1,12
 LAZ,RF,40,10,0,10,0.7805970149253731,30,-1,27
 LAZ,RF,20,50,0,10,0.8293051359516617,40,-1,29
 LAZ,RF,30,40,0,10,0.8256880733944955,50,-1,35
 LAZ,RF,20,20,0,15,0.8281733746130031,60,-1,34
 LAZ,RF,10,40,0,20,0.7978056426332288,70,-1,13
 LAZ,RF,20,40,0,10,0.8603174603174604,80,-1,55
 LAZ,RF,40,50,0,10,0.8440514469453376,90,-1,63
 LAZ,RF,30,20,0,28,0.8501628664495114,100,-1,58
 BBY,RF,10,30,0,20,0.7,10,-1,5
 BBY,RF,20,10,0,25,0.7099792099792099,20,-1,20
 BBY,RF,20,40,0,10,0.8134171907756813,30,-1,28
 BBY,RF,10,10,0,10,0.8128964059196617,40,-1,40
 BBY,RF,30,20,0,25,0.8486140724946695,50,-1,42
 BBY,RF,10,30,0,10,0.8387096774193549,60,-1,42
 BBY,RF,30,20,0,20,0.8297180043383948,70,-1,48
 BBY,RF,40,10,0,15,0.7975929978118161,80,-1,66
 BBY,RF,30,10,0,28,0.7759381898454746,90,-1,80
 BBY,RF,10,10,0,25,0.7639198218262806,100,-1,73
 FRAC,RF,10,10,0,10,0.711340206185567,10,-1,9
 FRAC,RF,10,40,0,20,0.7752808988764045,20,-1,16
 FRAC,RF,10,20,0,10,0.8641975308641975,30,-1,20
