Stock,Algorithm,Estimators,Depth,Distance_function,No_of_features,Model_Score,Future_day,C,No_of_neighbors,Our_test_score
 AGRO,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 AGRO,ZR,0,0,0,0,9.0,20,-1,-1,8
 AGRO,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 AGRO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AGRO,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 AGRO,ZR,0,0,0,0,16.11111111111111,30,-1,-1,22
 AGRO,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 AGRO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AGRO,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 AGRO,ZR,0,0,0,0,24.5,40,-1,-1,21
 AGRO,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 AGRO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AGRO,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 AGRO,ZR,0,0,0,0,29.0,50,-1,-1,31
 AGRO,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 AGRO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AGRO,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 AGRO,ZR,0,0,0,0,37.2,60,-1,-1,17
 AGRO,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 AGRO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AGRO,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 AGRO,ZR,0,0,0,0,43.25,70,-1,-1,11
 AGRO,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 AGRO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AGRO,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 AGRO,ZR,0,0,0,0,49.666666666666664,80,-1,-1,21
 AGRO,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 AGRO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AGRO,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 AGRO,ZR,0,0,0,0,55.0,90,-1,-1,38
 AGRO,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 AGRO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AGRO,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 AGRO,ZR,0,0,0,0,62.5,100,-1,-1,48
 AHC,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 AHC,ZR,0,0,0,0,6.0,10,-1,-1,8
 AHC,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 AHC,ZR,0,0,0,0,8.555555555555555,20,-1,-1,5
 AHC,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 AHC,ZR,0,0,0,0,11.11111111111111,30,-1,-1,24
 AHC,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 AHC,ZR,0,0,0,0,14.88888888888889,40,-1,-1,19
 AHC,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 AHC,ZR,0,0,0,0,18.666666666666668,50,-1,-1,5
 AHC,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 AHC,ZR,0,0,0,0,15.714285714285714,60,-1,-1,5
 AHC,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 AHC,ZR,0,0,0,0,22.666666666666668,70,-1,-1,15
 AHC,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 AHC,ZR,0,0,0,0,33.0,80,-1,-1,26
 AHC,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 AHC,ZR,0,0,0,0,20.75,90,-1,-1,26
 AHC,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 AHC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AHC,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 AHC,ZR,0,0,0,0,21.666666666666668,100,-1,-1,20
 CO,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 CO,ZR,0,0,0,0,3.4444444444444446,10,-1,-1,8
 CO,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 CO,ZR,0,0,0,0,8.777777777777779,20,-1,-1,8
 CO,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 CO,ZR,0,0,0,0,15.11111111111111,30,-1,-1,16
 CO,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 CO,ZR,0,0,0,0,18.77777777777778,40,-1,-1,25
 CO,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 CO,ZR,0,0,0,0,23.375,50,-1,-1,5
 CO,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 CO,ZR,0,0,0,0,30.166666666666668,60,-1,-1,5
 CO,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 CO,ZR,0,0,0,0,32.6,70,-1,-1,12
 CO,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 CO,ZR,0,0,0,0,36.75,80,-1,-1,17
 CO,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 CO,ZR,0,0,0,0,43.666666666666664,90,-1,-1,13
 CO,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 CO,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CO,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 CO,ZR,0,0,0,0,36.666666666666664,100,-1,-1,30
 CBS,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 CBS,ZR,0,0,0,0,6.444444444444445,10,-1,-1,2
 CBS,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 CBS,ZR,0,0,0,0,7.0,20,-1,-1,5
 CBS,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 CBS,ZR,0,0,0,0,14.666666666666666,30,-1,-1,8
 CBS,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 CBS,ZR,0,0,0,0,19.666666666666668,40,-1,-1,4
 CBS,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 CBS,ZR,0,0,0,0,24.333333333333332,50,-1,-1,12
 CBS,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 CBS,ZR,0,0,0,0,31.22222222222222,60,-1,-1,55
 CBS,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 CBS,ZR,0,0,0,0,36.857142857142854,70,-1,-1,66
 CBS,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 CBS,ZR,0,0,0,0,44.666666666666664,80,-1,-1,59
 CBS,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 CBS,ZR,0,0,0,0,49.8,90,-1,-1,67
 CBS,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 CBS,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 CBS,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 CBS,ZR,0,0,0,0,59.0,100,-1,-1,67
 ABR,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 ABR,ZR,0,0,0,0,8.222222222222221,10,-1,-1,10
 ABR,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 ABR,ZR,0,0,0,0,8.222222222222221,20,-1,-1,2
 ABR,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 ABR,ZR,0,0,0,0,20.77777777777778,30,-1,-1,16
 ABR,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 ABR,ZR,0,0,0,0,28.0,40,-1,-1,34
 ABR,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 ABR,ZR,0,0,0,0,30.0,50,-1,-1,42
 ABR,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 ABR,ZR,0,0,0,0,38.22222222222222,60,-1,-1,33
 ABR,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 ABR,ZR,0,0,0,0,49.22222222222222,70,-1,-1,61
 ABR,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 ABR,ZR,0,0,0,0,55.42857142857143,80,-1,-1,80
 ABR,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 ABR,ZR,0,0,0,0,66.5,90,-1,-1,85
 ABR,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 ABR,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ABR,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 ABR,ZR,0,0,0,0,74.4,100,-1,-1,95
 WIA,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 WIA,ZR,0,0,0,0,10.0,10,-1,-1,10
 WIA,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 WIA,ZR,0,0,0,0,20.0,20,-1,-1,20
 WIA,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 WIA,ZR,0,0,0,0,28.333333333333332,30,-1,-1,30
 WIA,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 WIA,ZR,0,0,0,0,36.77777777777778,40,-1,-1,40
 WIA,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 WIA,ZR,0,0,0,0,43.44444444444444,50,-1,-1,50
 WIA,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 WIA,ZR,0,0,0,0,51.333333333333336,60,-1,-1,60
 WIA,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 WIA,ZR,0,0,0,0,60.55555555555556,70,-1,-1,28
 WIA,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 WIA,ZR,0,0,0,0,66.625,80,-1,-1,4
 WIA,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 WIA,ZR,0,0,0,0,70.0,90,-1,-1,30
 WIA,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 WIA,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 WIA,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 WIA,ZR,0,0,0,0,76.66666666666667,100,-1,-1,33
 ET,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 ET,ZR,0,0,0,0,7.666666666666667,10,-1,-1,10
 ET,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 ET,ZR,0,0,0,0,4.555555555555555,20,-1,-1,2
 ET,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 ET,ZR,0,0,0,0,12.88888888888889,30,-1,-1,17
 ET,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 ET,ZR,0,0,0,0,21.444444444444443,40,-1,-1,13
 ET,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 ET,ZR,0,0,0,0,24.11111111111111,50,-1,-1,11
 ET,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 ET,ZR,0,0,0,0,27.333333333333332,60,-1,-1,21
 ET,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 ET,ZR,0,0,0,0,31.77777777777778,70,-1,-1,43
 ET,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 ET,ZR,0,0,0,0,37.111111111111114,80,-1,-1,22
 ET,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 ET,ZR,0,0,0,0,42.375,90,-1,-1,16
 ET,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 ET,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 ET,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 ET,ZR,0,0,0,0,46.142857142857146,100,-1,-1,18
 APH,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 APH,ZR,0,0,0,0,5.333333333333333,10,-1,-1,9
 APH,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 APH,ZR,0,0,0,0,9.666666666666666,20,-1,-1,0
 APH,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 APH,ZR,0,0,0,0,13.88888888888889,30,-1,-1,2
 APH,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 APH,ZR,0,0,0,0,18.444444444444443,40,-1,-1,36
 APH,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 APH,ZR,0,0,0,0,29.444444444444443,50,-1,-1,31
 APH,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 APH,ZR,0,0,0,0,38.888888888888886,60,-1,-1,56
 APH,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 APH,ZR,0,0,0,0,51.111111111111114,70,-1,-1,51
 APH,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 APH,ZR,0,0,0,0,58.888888888888886,80,-1,-1,34
 APH,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 APH,ZR,0,0,0,0,63.44444444444444,90,-1,-1,34
 APH,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 APH,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 APH,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 APH,ZR,0,0,0,0,70.375,100,-1,-1,57
 AU,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 AU,ZR,0,0,0,0,3.5555555555555554,10,-1,-1,2
 AU,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 AU,ZR,0,0,0,0,4.888888888888889,20,-1,-1,1
 AU,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 AU,ZR,0,0,0,0,11.88888888888889,30,-1,-1,18
 AU,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 AU,ZR,0,0,0,0,14.88888888888889,40,-1,-1,14
 AU,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 AU,ZR,0,0,0,0,21.0,50,-1,-1,26
 AU,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 AU,ZR,0,0,0,0,26.77777777777778,60,-1,-1,42
 AU,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 AU,ZR,0,0,0,0,33.666666666666664,70,-1,-1,17
 AU,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 AU,ZR,0,0,0,0,37.22222222222222,80,-1,-1,44
 AU,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 AU,ZR,0,0,0,0,45.666666666666664,90,-1,-1,59
 AU,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 AU,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 AU,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 AU,ZR,0,0,0,0,50.875,100,-1,-1,53
 IX,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 IX,ZR,0,0,0,0,9.0,10,-1,-1,2
 IX,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 IX,ZR,0,0,0,0,4.666666666666667,20,-1,-1,12
 IX,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 IX,ZR,0,0,0,0,9.88888888888889,30,-1,-1,10
 IX,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 IX,ZR,0,0,0,0,18.666666666666668,40,-1,-1,38
 IX,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 IX,ZR,0,0,0,0,28.666666666666668,50,-1,-1,16
 IX,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 IX,ZR,0,0,0,0,34.55555555555556,60,-1,-1,46
 IX,KNN,0,0,-1,-1,-1,70,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,70,-1,-1,-1
 IX,ZR,0,0,0,0,43.44444444444444,70,-1,-1,44
 IX,KNN,0,0,-1,-1,-1,80,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,80,-1,-1,-1
 IX,ZR,0,0,0,0,49.666666666666664,80,-1,-1,40
 IX,KNN,0,0,-1,-1,-1,90,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,90,-1,-1,-1
 IX,ZR,0,0,0,0,53.22222222222222,90,-1,-1,68
 IX,KNN,0,0,-1,-1,-1,100,-1,-1,-1
 IX,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 IX,SVM,0,0,Linear,-1,-1,100,-1,-1,-1
 IX,ZR,0,0,0,0,58.125,100,-1,-1,68
 BDC,KNN,0,0,-1,-1,-1,10,-1,-1,-1
 BDC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 BDC,SVM,0,0,Linear,-1,-1,10,-1,-1,-1
 BDC,ZR,0,0,0,0,3.0,10,-1,-1,1
 BDC,KNN,0,0,-1,-1,-1,20,-1,-1,-1
 BDC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 BDC,SVM,0,0,Linear,-1,-1,20,-1,-1,-1
 BDC,ZR,0,0,0,0,8.0,20,-1,-1,1
 BDC,KNN,0,0,-1,-1,-1,30,-1,-1,-1
 BDC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 BDC,SVM,0,0,Linear,-1,-1,30,-1,-1,-1
 BDC,ZR,0,0,0,0,13.555555555555555,30,-1,-1,9
 BDC,KNN,0,0,-1,-1,-1,40,-1,-1,-1
 BDC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 BDC,SVM,0,0,Linear,-1,-1,40,-1,-1,-1
 BDC,ZR,0,0,0,0,17.0,40,-1,-1,30
 BDC,KNN,0,0,-1,-1,-1,50,-1,-1,-1
 BDC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 BDC,SVM,0,0,Linear,-1,-1,50,-1,-1,-1
 BDC,ZR,0,0,0,0,20.333333333333332,50,-1,-1,22
 BDC,KNN,0,0,-1,-1,-1,60,-1,-1,-1
 BDC,RF,-1,-1,0,-1,-1,-1,-1,-1,-1
 BDC,SVM,0,0,Linear,-1,-1,60,-1,-1,-1
 BDC,ZR,0,0,0,0,25.88888888888889,60,-1,-1,11
